author,comment
Aodh 98,Avengers forever! Heroes never die!!!! 
Carlos Nieves,All I can say is.. I'm grateful this movie was released in 2019 to be experienced the way it was meant to be.
Lily Harris,Whatever it takes hurts to the end now
Shiqqz,"Knowing Stan lee didn’t get to see this masterpiece release makes me sad especially knowing I grew up with marvel 
RIP Stan"
SAJL Zeijlemaker,The worst part about this is ... never being able to watch it all again for the first time.
Tekwani Creations,"The hype for this movie was unbelievable and the crowd in the cinemas was insane. All the seats were full but I somehow got first day,second show in 3D in my country"
Fharhan Sing,WHO AFTER HERE KGF 2 
Harrison T,"This was THE trailer. The trailer of trailers. Blew everyone’s minds, hyped everyone to the max, it’s insane!!!"
Prinzzzzz,This trailer was released on my birthday wow nice
Jimmy Buckets,The beginning instantly brought me back to 11 years ago
Sports are fun,"Anything about this movie makes me want to cry. I cried the first time I watched, but not much. I’ve watched it 3/4 times since then and just tested up a little bit, but recently I decided to watch all the marvel movies in chronological order. I watched this movie after watching it all in chronological order and now I can’t see anything about it without feeling something in my stomach. I grew up with these people and now some of them are gone. I wish I could go back and experience this again, but it’s a once in a lifetime feeling I don’t think I’ll ever feel again(spider man NWH"
FrenzyKR,I cant wait to have the same feeling I had for Endgame when I watch Spider-man No Way Home
Samar Kamat,So epic
Collector 08,"Its only 2,5 years ago, but i feel the nostalgia deep into my bones."
COMXHEIST,Greatest movie of all time 
Shubham Arora,"Thor in infinity war: bring me thanos
Thor in endgame: hold my beer"
Salam Bababukunyimi,"""The world has changed and no one can go back""

Lines that are even meaningful now. I'd pay anything watch the whole movie again, with the same anxiety as I watched the first time."
Dylan Trindade,When you realise you’ve been watching a 2min trailer for the last hour
Lena Kan,"I didn't get to watch it in the theater unfortunately cause I became a Marvel fan in 2020. And I remember being so hyped I was watching this trailer in loops until we watched it with my dad and the theme replaying in my head all day. And after that... kinda emptyness. Like nothing big was coming. It's so incredible, this movie was an epic event..."
THE SIGMA SLOTH,"here before no way home beats this to become the most hyped up movie ever 
( seriously for endgame the creators put in all the superheroes and gave it everything it needed to create such a hype but no way home has just 6 villians and 3 spiders and it still will manage to beat endgame "
Dimal Tabuni,"Biggest qoute in MCU franchise 
Avengers: Hulk ""Thats my secret captain i am always angry
Avengers infinity war: Thor ""Bring me Thanos""
Avengers endgame: Captain America ""Avengers assemble"""
Kiambote Bonikay,The hype here was unmatched
R K,"Yes i will watch this trailer even i am in 2022, 2023, 2024, -----2030 no one can beat this"
Jake Davidson,Thanos faded half the universe and Hawkeyes hair
Yash The Vlogger,This movie is a legend!!!!!!
Shivan Mohyaddin,Now i want ENDGAME 2 with SHANG CHI character in it
Sasanka Sekhar Sarkar,2022 and i am still watching it.....
thisthat,"We need another movie,no way home isnt enough"
G,How has it been 3 years already...
Single Jokers,You know this would be the darkest Marvel Movie when there's no Marvel Studios Logo at the beginning of the Trailer
Leoncoolboy 123,AMAZINGGGGGG
james,best franchise and best trailer of all time
aditya singh,I was fortunate enough to witnessed tha hype & Charisma of this movie.
Smart Bista,Still chills
ToXic Riad,"Best movie in hole of my life.. 
 Guru : RDJ"
Abhishek Singh,Who comes here once in a while to watch this trailer...
jenky1044,"At 1:04:25 Nebula is explaining how Thanos went to Vormir to get the Soul Stone and its where he murdered her sister.   That would have been a great time to tell everyone that to retrieve the stone someone has to trade a life for it
   Also shame on everyone else in the room for not asking or getting the story on why or how Gamora was killed."
Daniel Vella,"In Infinity War: Where’s Ant-Man?
In End Game: Where’s Thanos?"
AM TOX - AMEN,Still doesn't get bored while watching this masterpiece
Prince Trabado,The fact that we won't get something like this again makes me emotional
javith meeran,"1:35 Thor holding Stormbreaker
Is this scene came in movie??"
DATTATRAY PANSARE,The waiting time for this movie was unbelievable after watching this movie it's totally worth it.️️️
SHADOW DEV,Love you 3000️
Юра Данелюк,"I will come to cinema and i will see this film

WHATEVER IT TAKES...
WHATEVER IT TAKES..."
Folkey,"This looks like a very good Marvel movie, can't wait for release"
Visda j,"I've watched endgame like, 22 to 23 times now and still, when I see the trailer, it gives me goosebumps "
Pineappleboi38,If you are watching this in 2022 you are a legend
Syler Jenkins,"It’s been almost three years since I’ve seen this I enjoy it so much, thank you Marvel for the epic production"
Md Muzzammil class 9d roll 6,I watching this trailer in 2022 but still it feels like this movie would be releasing tomorrow
Good Hunter,"Avatar:Dont you say it
Endgame:On your left"
Ximena Angeles123,The good old days
Dogsissing,god I miss this movie so much. First movie that really had me sobbing at the end. I remember I saw it the day it came out with some friends afterschool but the whole day during school everyone was talking about it and coming up with theories and threatening the kids who saw it early to not spoil it. I remember waiting in the halls before class and there was a group of teachers talking next to us and we started talking about what could happen in endgame and the teachers yelled at us not to spoil it. Kids would yell out fake spoils in groups and everyone would freak out. My theater was so silent but man the experience was once in a lifetime being with my friends and joking and crying at the end. I really wish I could go back to that and see this movie in theaters again.
Salman Khan,God it seems like a thousand years ago
Osmar,"Aún recuerdo la primera vez que lo vi, lloré de emoción y del hype, dos años después lloro por volver a vivir ese momento cuando lo vi por primera vez."
REHAN FF,Whatever it takes...
Obi-Wan Kenobi,SPOILERS
Fajer Ayub,Watching this trailer and  sobbing even after two years. This was PEAK CINEMA. 
PHOENIX STAR,"Fun fact--- Thanos isn't in the trailer  ..
Bcoz he is taking care of his crops."
Leah's Melodies,"It honestly makes me cry when they're saying, ""Whatever it takes,"" because Black Widow and Iron Man are the last two that say it."
Akash,Reliving the trailer . I can remember how excited i was. This is one of the very few movie that is more exciting than its trailer. Marvel 
_KABIR.V.AHUJA_,We want iron man back
IsraVier,"Recuerdo cuando venía de la escuela muy cansado y vino mi hermano y me dijo ven a ver el tráiler de los vengadores (en ese tiempo no se sabía el nombre de la pelicula)
Pensé que mi hermano ya había visto pero me dijo que quería verlo conmigo eso me hizo estar más entusiasmado al final cuando vimos el tráiler gritamos de emoción y ese es un recuerdo muy bonito."
earning tricks,We are miss ironman
Mateen King,They hyped soo goodnot even single shot of thanos
Ufo Rocker,"If I can go back in time and relive watching this movie in theaters and hearing/seeing everyone’s reaction in theaters again, I would."
Nocturne,"Rewatching the trailer after watched the movie 2 years ago feels like the trailer truly give us ""nothing"" about things came in the movie."
Henry Garcia,It’s been 3 years wow 
hotpink_ msp,I’m ready for the hype again in the new spider man movie ️
Rakesh honawad,Thor : I like this one 
Kappallat,Don't let this Video distract you from the fact The Avengers blew a 5-1 stone lead in the Infinity Wars.
jumpinjulio 2x,"Teared up at the end of this trailer, ""Whatever it takes"". What a time it was waiting to see this movie."
T. Sandeep,Watching the trailer again after 2 years 
Payal Saigal,"This was the movie where i was saying ""is spider man not dead"" look at us now... Spider man no way home is out "
Game Champ :0,"I miss this movie,I remember seeing this trailer and getting goose bumps"
𝐸𝓂𝓅𝓎𝓇𝑒𝓊𝓈𝒾𝓃,This Is So Depressing.... bruh i wish i could go back forever!
Marshall Ruffy,"Tony Stark walking with everyone at the end of the trailer, well I guess he made it back."
Galen Platt,I needed to watch this to go to that time. Nostalgia's a drug and I love this trailer
CCboy,"Thor :  *Brings weapon *
Captain Marvel :  Nice weapon... 
Thor : Nearly killed Thanos 
Bruce : BUT YOU DIDN'T GO FOR THE HEAD "
Republic,This trailer makes me want to rewatch Endgame for the first time again
LemonPhoenix64,I literally watched this movie two years ago and it was one of the best things I ever watched.
Vibranium,"Witnessed without COVID 
We r lucky ️"
MDAK gaming,"Tony stark's ""whatever it takes"" gives me goosebumps"
Jo,What ever it takes
Gdr_Ezan58,Killing half of the universe is like killing John Wicks dog.
Krxhna10,Really Missing those Days ️
piknelli,the way the trailer had everybody so hype we couldn't sleep at night waiting to go see this the next day was unreal and we'll never feel that again
Mario Vecchio,What the world has been through and everyone going through pandemic and the ones who lost the loved ones and everything we battle this means alot to come back n see this trailer 
ayan pervaiz,iron man need to come back in avenger.
Thành Đạt Nguyễn,"After watching End Game, I came here again to see what the differences between Trailer and Movie. 
GOOD JOB MCU."
Ishaan Gupta,it still feels like i was watching this movie yesterday. time has flown. i wish there are movies like this made again
Jack Son,The hype was unreal - and the movie still delivered.
Saksham Raj Sinha,Hey ! Marvel please make a movie on younger tony Stark # Iron man who is satisfied with me
MegaChorro123,1:57 God I still get goosebumps every time
Gaanapriya,Couldnt believe it has been 3 years
That Naive Film Maker,"Thor: I like this one
Thor:ANOTHER
THROWS HER TO THE FLOOR"
Dhruv_Royale,I can still feel the tears in my eyes when I watched this trailer for the first time.
Anvay Wahal,Still gets me goosebumps....
A14 BOYZ,"Thor: fat and drunk
T’Challa: Give this man a salad."
HM Inc,I love the MCU ️
Hitesh Jadhav,"That moment when cap says Avengers assemble ,still get goosebumps "
koushik marri(😎😎,What ever it takes
Ovi Saha,The goosebumps 
जल्लाद (Bøy),What ever it takes is my favourite डायलॉग
Transfigured Life,"The whole world to Coronavirus:

""Whatever it takes"""
Gourav Priyadarshi,Literally I didn't know that Avengers craze was this much high. And I missed this masterpiece in theater of crs. Then First I watched all the movies 23 if I am not wrong then I realized Why all those people went crazy that time. Even there is a slight chance that this is coming back to theatre even for some hours in next 20 or 30 years I am gonna Grab the chance (probably won't happen. )
Jarrett Reynolds,Goosebumps still 
Tony Ha Miee,Vốn những bài hát ngày xưa đã rất hay rồi mà thêm giọng hát giàu cảm xúc của Phúc nữa thì đúng là cực phẩm cover
Ashwin s,"The hype this trailer made back then can never be broken, ever "
Manisha Kishtapuram,Yes we are here.....coz some people move on....but not us!
Prudhvi Akula,"Infinity war :, Bring me Thanos
End game  :.  Where is thanos ?"
Emanuel Humberto,2021 and I still get goosebumps with this
Phillip Black,OMG this trailer still gives me goosebumps still to  this very day
die345,Muy epico
MarVer,I wish I can watch this movie for the first time again
TimezVelocity,Bro everyone acting sad in the comments bro we can bring this hype back for anything by our minds want to see on the big screen… whatever it takes….
Xpert Knight,"Loki comes back alive out of nowhere

Me: Oh for Odin's sake..."
Yeoj996,God. It feels like it was only yesterday when the movie came out and the crowd in the theaters cheering.
Don't judge me by my name.,"Avengers End Game.
GOT Final Season.
April is gonna be awesome and sad at the same time."
SHAHZAIN ALI,It's been 2 years and still gets goosebumps .
Spydey,"I would do anything to sit in that theatre, open minded, all the hype and adrenaline, watching endgame for the first time. Whatever it takes."
ASLAM ANSIL,They only win one fight 14millions because there is iron man
Limelights Forever,It's been 2 years and when I watch this movie I still cry...... We love them 3000 forever
Cornut,"Literealy The 
 Best Movie"
ArchDuke Lewis,"INFINITY WAR: Im the greatest marvel movie ever!
END GAME: Hold my beer."
AJ,"I really feel like Endgame isn't appreciated enough. I genuinely think it's great, even though it has its flaws."
Happy Family,"Watched the trailer again in 2021 and everything they said in it really brought back memories, made me emotional too."
Berly Dieudonne,Watching this in 2022
Atma Singh,Time pasess so fast i just really missed those days i almost cried after watching this trailer again
SpideyYT,Yeah no way home hype was huge but it won't compare to this
Diggy City,Must avoid spoilers. Whatever it takes. WHATEVER IT TAKES.
Prometheus,"I will remember this trailer forever
WHATEVER IT TAKES"
Get Status Here,"Every Avenger Fan wanted to watch this epic movie in theaters but some hadn't watched the movie due to housefull. I remember I had gone to see the movie after a month of release and still theatre was full. Not even a single seat was left there. ""Power of Avengers"" "
venus,I MISS THIS
Evan Hernandez,This still looks epic even when its 2 years old
James Bond,I BEEN THRU HELL WITH MASON WARS WITH MY FAMILY BUT THE WHOLE AUDIO WORD FOR WORD FEELS LIKE A MESSAGE BETWEEN MY R.I.P MOTHER AND ME. GOOSEBUMPS BUT FELT LIKE  A HEAVENLY GIFT TO RECOVER. THANK U. MARJIN SARGON MASON.333
Rozy D'costa,"Did I just see Mr Stark aka Ironman and Nebula in new Avengers uniform?
Looks like they made it to earth safely.
That's cool......"
peppermonepog,Can’t wait!
Live Free,Rocket Racoon on the shoulder of War Machine was all I needed to see to purchase my ticket.
Brool Stars സേച്ചി.,oh boi. Why do I still get goosebumps?
Julian Arévalo YT,Yo lloré viendo este trailer cuando estrenó
splunkism,"I'd give it all up, all of what I have now my life everything just to return to 2017 when these movies were getting released, all of it..."
ItzRain,"I wanna watch this again, it was such a good movie and the ending was sad literally everyone was saying RIP Tony Stark, I definitely cried.
Edit: I got chills during the whatever it take part lol"
Daffa naufal Rafif,"Broooooo i miss this
who still watch 2022"
Yamini Mathew,Okay so basically Natasha has red hair again and that concludes my favourite part of the trailer. Thank you.
Mrplaysafe,"I never experience being one of the audience in this movie, I'm jealous of them for being experience I hope in the future I can feel the same emotion that people feels in the future avengers. The first time I watch the saga there is nothing special about avengers. They are special because of there standalone movies that bring them together without being force to assemble them all. That's why I always rewatch it in my home to feel the atmosphere at the cinema, I really hope someday I can feel people that shouting at wielding mjolnir of captain america. Crying at tony stark snap. I also love the actors and actresses because their personality in real life makes them superhero like chris evans being lovable off cam with his co-workers, tom holland visiting children at hospital, paul rudd being praiseful to other actors. That's why marvel is being love by the public because of colorful stories, on cam and off cam."
Fenix_21,"WOW, it's been 2 years since this great movie was released and I still think it was yesterday"
cypherjash,I'M FAWKING BAWLING BRO I MISS THEM SO MUCH I WANNA DIE
BakruptFern329,"This is the first time I've watched the trailer since it first released, and oh my god, I forgot how chilling it is"
turn on captions,notice how they didn’t include Thor’s new form in the trailer
Utkarsh Sharma,"Feeling like it has been just released and watched it in the theatres this year only 
Cannot imagine it's been 2 years
️️️️️️"
REaD Comics,Forever the greatest movie of all time!
Yannick Durbaca,"Nice for-seeing: everybody that says ""What ever it takes"": doesn't make it.. Captain: (kinda doesn't make it), Black widow and Tony."
Superman's drunk,"The last decent Marvel movie.
Still get goosebumps watching this trailer.
Tony Stark was awesome."
306_Guru Murugan.R,This movies is one of the favourite and block buster movie for all time
Vilas Ramteke,How I got that much likes?
Flowerly Duck,I still get chills when I watch this
Muaadh167,"Even now I still get goosebumps, I'm hoping No Way Home will also deliver an amazing experience."
Pradhyumna S,"Everyone in the trailer - Deep meaning full speeches 

Nebula - Arghhhhh!"
dripmastr,Still gives me chills...
at therate,I will remember The Avengers till I die. Avengers is an emotion which is real in our heart which makes us happy . ️️️
cypherjash,I'M FAWKING BAWLING BRO I MISS THEM SO MUCH I WANNA DIE
shakti kuhar,"Watching this movie in cinema is a once in a lifetime experience ,the hype on this movie too was on another level"
Adriel Dave B. Pejo,"I noticed an easter egg in this trailer
Notice that only
Captain America, Black Widow, Tony Stark said "" whatever it takes"" which is in the movie the 3 dies"
TFC,Nobody talking about Rocket on War Machine’s new armor?
Josh Wright-03,I was in 10th grade art class when this came out. It was first block early in the morning and instead of doing my assignments I was watching this trailer on repeat. The hype was real. No regrets. Whatever it tAkes
HBN GAMING,It still gives me goosebumps
Boggy,Its crazy how fast this movie was made
Mohammed Ameen,God please Take me back to 2019 it was so peaceful back then
Cheryl Sikorski,I saw the movie I’m sad that I am in die he was a great superhero and he stood up for Spider-Man
Devashish Manna,"Thor: I need a powerful weapon to kill thanos.
Black widow: Hold my pistol."
Darrell Mejicanos,"Han pasado 2 años, aun sigo aquí!"
DaiFaiv,"The fact that its been 2,5 years after the release of this masterpiece. 

My life changed a lot since.
I want to come back to 2019 - best year of my life followed by the 2nd worst and worst…"
Zorawar Kandhari,Whatever it takes
M O,"I remember when I watched this movie on theater people literally left crying you could just feel the room's mood shift after Tony's death, RIP IRONMAN"
Unggul Mulia Silitonga,Miss this moment
Arieyshma Chowhan,"Hawkeye: so yeah this part just cut it like this.
Barber: ok so thi...
(In the distance thanos: snaps)
Hawkeye : uh bro?"
LEGEND RULES,"Life has changed without them....
Truly miss them from the bottom of my heart...."
Mumit Ratul,"Black Widow started with Red Hair...

And she will end it with red hair."
Charles Sparks,"To think it was Deadpool in 2016 that got me into Marvel movies just blows my mind. Saw it, then saw Civil War a few weeks later and have been a fan ever since. I’m thankful I came at the right time to see this in a packed theater with everyone losing their collective minds"
Wolverine Studio X,I'm still so hype and I have watch this movie a 1000000000 times
Juan Flores,This trailer is a spiritual journey for me
Jonathan F,The next generation will see how this trailer impacted us so greatly
Bloodmoon,I miss Tony
I'm not The One Above All,"Iron Man 3 - The Arc Reactor was lost.
Captain America 3 - The Shield was lost.
Thor 3 - The Hammer was lost.
Avengers 3 - Half of the Universe was lost."
MAZE LYRICS,The Russo brothers did a really great job.....they are the one who truly deserve all the credit.... Because the good acting is nothing without a good script ..
Robert Caballero,I really miss this phase of marvel so much.. can't wait to show my kids
GOKUL 06,Once again in 2022️
Pringle Productions,Can’t believe it’s been two years already.
McFragger,"Fun fact: the costume design team did not know what the time-traveling uniform would look like at the moment of the shooting so everyone on screen was wearing their ORIGINAL costumes. The white time-traveling suits that we knew and saw in the trailer (and later, the movie) was CGI'd in"
MiloMartin,I love the way Ant-Man is like WTF has happened
Tanjil_editz,This still hits differently
ELVIN DANIEL IZAGUIRRE NUÑEZ,Hay que admitir que Ant Man fue muy importante en esta Movie
Yeshaé Singh,still slaps
Wissky G,rewatching this n got goosebumps
;,Salah satu film terkeren yang pernah saya tonton meskipun cuman nonton bajakannya 
Makkoi,"Some will stop loving, caring, remembering the people, the person they lost 


BUT NOT US"
Jufri Hasiholan,This still got me goosebump
ebdul rahman,"Infinity war trailer: Where is Hawkeye

End game trailer:Where is Thanos"
Christopher Lee,You can tell how good this trailer was by the amount of views this has had
BloodyBoi,The biggest moment of my life so far
Kronixs14,Kids these days wind understand the 1 year wait in between movies lol but it was worth every second 
Jillian Jade Mauricio,Me who's already watched the movie before the trailer: Can't stop crying due to the pain
Rafey Rockstar,"We can't forget this movie ""WHATEVER IT TAKES""."
Spencer Sun,You know what's sad?
PTxE Reaper,The hype of Infinity War and this movie will forever live on in the legends of our memories
Revenant,"Dont have to say how awesome this trailer was, the hype was unreal for this movie, watched it in theaters was insane."
Squid Cena,"Maybe... the real Avengers all along were not the Marvel heroes, but it was us who went to see this in movies all together like one big family."
Tanishk Sharma,We have to beleive it that this great movie released just a year before a badass year
Mandeep Singh,World no. 1 best movie ever
PixelSoloQ,"No amount of money ever bought a second of time.


- Howard Stark
 & Tony Stark"
I’m subbbing to everyone who subbbs to me,Who remembers the hype when this was coming I’m so glad I watched it first day otherwize it would of been spoiled 10/10 worth it
Iconic2X,Still getting goosebumps from this
Tragicsaksham,️
Nikunj Rajpurohit,Its 2 years ago but still gives me goose bumps.. gonna miss this.. may be eternals can help us
devolved,I miss Avangers..
saywhat??,"Good bye Spider Man
When I drift off ill be dreaming about you
Its always you 
[*] Spider Man 2016-2019 "
Luke Camilleri,It would have been cool if there was a scene where Cap with the surviving avengers behind him addressed the world of their failure and what happened as the opening scene of the movie.
Camo Bear,"Infinity war trailer: where is Hawkeye???
Avengers end game trailer: where is Thanos ?"
Captain Rex CT-7567,Even though the Infinity Saga has ended I'm excited that we're getting a Hawkeye Series and a series for She Hulk in 2022
vic tommo,saudade dessa época
Bharath Bhat,Greatest of this Century 
King CoinQ,Lol the fact that I’m still watching this movie is sick
Bahubaliii GaMeRs Zone,
deo,"Everyone: We hide spoilers. 
Mark and Tom: But not us."
Oh My Mia X3,"i miss feeling the hype of this movie, especially at school. so many people were talking abt it, it was wild. sadly, i didn’t get to see it in theaters, but i saw infinity war at the cinema, and everyone was so hyped. everybody in the theater was at the edge of their seats, and they would cheer whenever something cool happened. i still remember everyones collective crying when spiderman withered away "
Spider-Fan96,The hype of this movie 2 years ago tho... I miss old times ;(
Samarth Madke,END GAME ENDING OF IRON MAN 
Cristina Natalia,Este trailer trae mucha nostalgia.
Krypto,"""Whatever it takes."""
Kai Christensen,"Me: Did you do it?
Disney: Yes.
Me: What did it cost?
Disney: e̶v̶e̶r̶y̶t̶h̶i̶n̶g̶ $450 million."
Hudayfi Layli,Can’t believe it’s been 2 years what I’d do to watch this for the first time in theaters again
sinister strange,Nostalgia at 1:57 those times
Supratim Pal,idk why this in my recommendation after 2 f**kin years. but i like it 
boywthluvv,"The most regretful thing in my life was missing out on this, Thank God I became part of this unbelievable fandom back in March (I watched every single movie until endgame from March 2021 until May 2021) and now with the new phase coming, I'm now full of excitement"
Marvel and anime bro,No way home is at a endgame level
Napoleon bonaparte,"So,
You have watched endgame and are  rewatching the trailer?"
Carbon Atom · 12 years ago,man how i wish i can watch this like the first time again 
Ankush Mishra,"HawkEye : I need a new hairstyle for my return to the final part .
Hairstylist : Say no more"
LFUT,I miss this movie so much especially during the last fight..it's so nice watching this movie in theatres with the crowd of peoples and also of the fans applause with that scene.
Boi853,"Looking back this trailer was really vague with what actually happens in the movie, they did a good job getting us hyped."
Rock with Mansi,Love u avengers
Leo&Mickey,"this was the best avengers movie ever, worth the money"
viva vega,The world has changed.
Starboy,"Captain Marvel: You didn't have me.


*Wasn't even in the film for 2 hours and 27 minutes."
Dylan Murdoch,Hoping Spiderman NWH second trailer gives me as much hype as this did 
Bits 'n Clips,If only I could watch this movie for the first time once again.
Pratik Chaudri,now why would this slide into my recommendations all of a sudden ??
Syeda Ayrah,"I lowkey want this movie to be released in theatres once again,so we can experience it on the big screen once again.Yes I know that it wont be the same as first time but hey will be an amazing opportunity to go down the memory lane."
j o e s l y,"Los viejos tiempos, antes de la amenaza de guerra mundial"
Ranalcis Rajkumar,"Endgame trailer: Shows Iron man back on Earth. 

Endgame teaser trailer and oxygen: Am I a joke to you?"
HylissangRB,i would give my life just to watch this for the first time again
pricilla,"This was a once in a lifetime thing I would do anything to have that feeling again.

But we do have NWH now that.that’s gonna be insane"
Serega,Always...whatever it takes...
DiNg DOnG,"God dammit , You people don't know how much I regret for not being a MCU fan back then as I am now in 2021"
Lily Harris,"My ex best friend spoiled the ending for me, but I still loved it"
Marco Marroquin,That feeling when you realize that you were snapped out of existence and can't watch the movie 
AngerPuffs,This feels nostalgic even if it’s only been 2 years
Lord eRazor,Stop teasing us with trailers and time travel us to 26th April already!
AUMARZMD KMBC,It's 2 year's now but i really miss this movie 
Kaamal VN,Still get goosebumps watching this
Patrick Gara,who's here in 2022?
Inderjeet Kaur,"This gives me goosebumps everytime I watch ️️

1:57 ️️️️️️"
peyton card,I can’t believe this movie came out three years ago
Aditi Basu,"I will not pee during the movie, 
Whatever it takes!!
Some people will go to pee, 
But not us,"
KLD GARUDAN GAMING,This movie was released 2years ago but this movie is still now and forever be in our heart️️️
Campbellz_s o u p,Ah yes! I love how this got recommended for me again. I was watching the movie hours ago too
Khushi Dwivedi,plzz bring our original six avengers back!!!!!!!!... whatever it takes!!! we need them!!
Shlepee Keg,i wish i could go back in time and watch this movie again
Yashwant Sundaresan,When cap said watever it takes 1:48 and iron mann 
deo,"Tom Holland:
Ill give out spoilers. 
Whatever it takes."
Fikri,The time when everyone came out with their own theories of this movie would be
Evridiki Papachristou,Whatever it takes to make us cry (still watching the trailer )
Debangshu Bhakta 11 E sc3,This still give chill s!!!!!!!!
LP Graham,Why is this so good?
Regan Hadlen,Still disappointed they hide muscular thor  and changed into fat thor :(
Cayley Ish,"Marvel: How can we cut production budget this year? 
Endgame: half of the human population is wiped out"
CollectionsFun Jamir,"If they re-release again in theater, no matter what it cost im ready to watch again......... Whateve it take's."
88thStreet | Jasper K,"Russos said the movie will sit at about 3 HOURS!
It hasn't really changed since the beginning of the post process.
I'm actually hoping for 4 hours!!!!!"
Me_ Strings26,This song always give goosebumps
Virat Vasishtha,It's been 2 years but I still cry
P A R A H M E N,I miss this movie
Mutaz Hammad,I miss being hyped for this movie
Sarath Chandra mannam,Time when hype engine released in comicon
Muroツ,"Infinity War: Where is Hawkeye?
Endgame: Where is Hulk?"
Aiden Jernigan,I miss watching this n the theater for the first time and everyone yelling and clapping. Feels like yesterday
John Paul Dagal,I Can’t stop watching MCU trailers
MrGabeanator,this is great
XavierӜ̵̨̄,If they make winter Soldier and wanda chemistry it will record breaking lovely ️
Ansh BMGO,"Ok i know majority of everyone here has came here in 2022,By this u can understand the power of this movie which made u return to watch this"
Pakin 86,"By the way in case you haven’t heard, JAMES GUNN is back and will direct Guardians of the Galaxy 3!!!!"
jyotiranjan jena,STILL GIVING CHILLS
DaEpicRobloxGamer,Ah the good ol days
MrL0UN3S,Masterclass
Benjamin Hence,Can’t believe it’s almost been three years since this released
Buren.D Farucon,God it seems like a thousand years ago
Navaneeth K.,"The real question is ""Where did Hawkeye get his haircut"""
ElAsperMaster23,La mejor película de todos los tiempos 
Dominic Carrano,"""The world has changed, and none of us can go back."" God this line hits different in 2021. The world really is a different place now than is was in 2019."
MrBloxCraft,"I really miss the Old Avengers… The Original Avengers… a genius billionaire, a living legend who really lives up to a legend, a demigod, a person with serious anger issues and a couple of master assassins… (Dialogue reference from Stark meeting Loki on Stark Tower; Avengers 2021)"
Salvador Lucero,Imagine getting hyped for a movie you’ve already seen before
die345,Epicooo
sydhkl,"This is a definition of trailer, none of us expected the final battle where they all come out of the portal , it was truly a once in a lifetime experience"
THE1ALEXX,3 years now everyone
AnthonySaint-15,I feel bad for the people who didn’t get to experience this movie in theaters
Oh My Mia X3,"i seriously miss iron man, robert downey jr. i know him dying hit way harder than if he would’ve lived, but i still miss him. i’m still sad his performance as an actor for the mcu will be no more"
Nyctophile,the trailer music is so emotional i cant help but tear up…
Siddharth Dogra,Black widow and iron man in same scene in last part of trailer.......who knew....this was there last 
That VR Dude,"“God, it seems like a thousand years ago” hits WAY harder now"
bad boi,The most epic thing in this movie was ant man lunching off a pencil.
,Anyone watching this still?
Nate Showtimee,Came out the day after my birthday… truly will never forget the once in a lifetime experience it was to view the greatest movie of all time in theaters. It was like watching the super bowl. I can still hear the cheers… chills.
Claire Trinidad,"Tony saying "" Whatever it takes "" hit so much different...."
Akshat,YouTube thought it wud be gud to recommend this rn
Spirit wolf Games,"Currently watching the MCU universe again, and I can’t help but think how many am I gonna have to watch when I wanna do marathon of the movies once phase four is completely out lol"
visible,Awesome
,it’s been 2 years
Tryas -,AMAZING !!!!!
Melly4k,"thanos fails to wipe out half of humanity  
Covid: ""fine... I'll do it myself"""
Onelife gg,What ever it takes goosebumps
Jishnu Jishnu,"ONE OF THE MOST MOVIE IN THE WORLD..... ️


IAM FROM INDIA.... KERALA"
Rizki ramadhan Asy'ary,Best movie ever
xino951,God it was such a long time ago! Once in a life time 
joe swanson.,Bro this was almost 3 years ago 
Extreme Linkiklie,"The beginning: “I am Iron Man” 
The end: “I am Iron Man” "
Grandma Yooodel,Can’t wait!
Rohith Mohan,I remember discussing with my friend whether the trailer came out or not the entire week while attending my class .. and finally one evening he texted me saying it's out and boom
PHEONIX MASTER,It recommended me after 2 years 
Al Helal Islam,Still goosebumps
LIKER Gaming,Kon kon KGF chapter2 ka trailer dekhne ke bad Endgame ka trailer dekhne Aaya he..
Vinayak Bhardwaj,"You could not live with that ending.... Where that bring you?

Back to the trailer."
シHikaru._.Tykonシ,"Even though it’s been over 2 and a half years, this trailer still gives me goosebumps"
hanif,"just listening to the audio is nostalgic, missing the OG avengers"
Alana Wilkins,This movie is my second favourite mcu movie
Super,really miss the experience watching Infinity War & Endgame in theaters. Can't wait for No Way Home to drop on DvD.
AKHIL FF,need avengers 5
YouTube Zone,"The beginning: “I am Iron Man” 
The end: “I am Iron Man”"
Hail to the King,This is what I try to tell DC fans: this thing has a soul.
Iker Gorostidi Baptista,I honestly wouldn't care if this movie was 6 hours long.
Rafael Velasquez,This is the only movie I know that will hit the 1 billion dollar mark when it goes back in theaters on their 50th Anniversary
SAWYER GAMING,The master piece
jeevana samskriti,Bring back our tony
Mohammed Ameen,this is part of humanity's history
javith meeran,Still watching it in 2022
Ishan Pandey,"I cried when Tony said ""WHATEVER IT TAKES"" we want Iron Man and Natasha back."
Larry Mcphe,It's like they wanted to keep Tony's hippi haircut a secret 
R҉Y҉4҉N҉5҉7҉6҉,Brings me back to the good old days before COVID when the hype was so crazy I got the Ronin haircut. Good times.
Bisa _hehe,No cuz when this trailer came out the world became a better place
NewGod,I can't believe it's been 2 years.
jaime lannister,It took Tony Stark :(
joscelyn mcgreer,Me realizing this trailer only shows red in the black and white parts just like in wandavision
Khalisya Nadine,i miss this era sm
