author,comment
mercster,"I think the question about the appropriateness or differences of avatars is interesting.  The way I thought about it is: in the real world, sure, you can show up to a business meeting for job interview in a clown or pirate outfit, but you're limiting your chances of success.  We will always need, and have, community standards.  People who think the metaverse will be some free-for-all where they can be whatever they want, at all times... might be barking up the wrong tree."
Bob Britches,Seems I didn't see or talk to folks as much when FB got big though still communicated with them through FB.  Then everyone started asking me to fertilize their crops and other dumb things.  I quit FB and haven't talked to much of anyone since.
Mackenzie Karkheck,Mark wants to be a dragon in the metaverse? Illuminati lizard person confirmed
Jose Virella Velazquez,I was with my baby when I heard that intro and started to sob unexpectedly 😆 Lex really gets to me. I’m so happy he exists.
mac336,Mark river danced around the first social dilemma question
Chris Castillo,I respect Zucks because his product has helped me support my family and getting out of the 9 to 5 rat race. I reach alot of people in my local area. Thats my personal experience.
Mary Halverson,Billionaires with too much time on their useless hands are the bane of human existence.
tLua,"So, it seems to me that mr. Zuckerberg likes to overestimate how much enjoyment people derive from VR. Either that, or he underestimates the dependence of all economy (and human existence, in all honesty) on actual labor. Isn't it so easy to get lost in the idea that you are creating a new word, where the only rules are those made up by you (as if you were God himself)?"
Felix The Cat,I thought this was fake. Crazy how you got him on here. Lex just surpassed joe lol
doug c,"Lex sure does get a lot of intriguing guests and handles them beautifully. May he continue in the style of interviews that he is currently conducting and maintaining being the man of his convictions that his monologue implies. Personally, he may be THE MAN to follow. Keep up the good work. Integrity is a priceless characteristic. The world needs it!"
Stars N Stripes,"Lex, you are a Force of nature."
happyfella,"The biggest take away I got from this is that social media is a manipulated version of reality. This is from the aspect of the user and the company. For specific use cases, maybe no harm but having a dependency on this technology is dangerous for all generations of people."
Howard K,"What happened to the hard questions? Zuckerberg is super skilled at evasion. Doesn’t he make the average politician look like a mute button? 
This should not prevent getting to the truth with more probing and uncomfortable questions. Where were they?"
COBRA,14:15 i like how we all think the same way😉
Aere Ree,"One of the ""leaders"" of the technocracy"
THE LAZARUS CONCORDANCE,Takes a special kind of sociopath to lie for 2 hours straight. Humanity is doomed
Aditya Sharma,"5:53 you won my like and subscribe and obviously this comment right here at this point

too good"
RK Drama,"Lex is the perfect person to do these interviews. Informative, realistic, and makes the interviewee think before answering"
Austin Martin,"Can't wait to drink water in the metaverse.... could we have perhaps been seeing through a crack in the simulation, those many months ago?!"
Steven Z,"The ""magic"" of presence is feeling the other with your body. Interacting with thigs that are ""present"" there. Being ""ruled"" by this new way of existence. Maybe if we could feel some danger, it would be more realistic."
Forbesartworks,That was very open interview he look normal actually
Matt Waters,"30:20 So metaverse is supposed to be the new economy. And to even participate you need to get biometrically scanned. And digital clothes will be as expensive as high end designer clothing. And land will be as expensive as the real world. And, as the book Snow Crash indicates (where the name metaverse was copied from) the only area anyone spends time in will be loaded with huge advertisements.... 1/4 of the interview so far..."
Diji,14:52 I always put the speakers window right below my webcam so that when I'm speaking to them It looks as though I'm making eye contact. Someone needs to automate this! $$$
Claire M,"Great interview. For me personally, the takeaway is not to judge someone based on a congressional hearing."
ZNAKE,1:23:59 No Mark not everyone draws a line with an inalieable right.
Ethan Satcher,I feel like I can almost hear him try not to say how meta is about controlling how people can interact…..
ryan davies,How tf Lex even get these people so weird he's real life ash catchem with his pod cast fr
Andre Johansen,Talking to Zuck is like talking to a Wal . Always a study that say oh no it's the opposite. If it's not? Then we pay for one 🤑
Brandon Santos,two alien robots talking about life sitting on a rock floating through time and space
Michi Ackermans,"I love that I'm close to tears in the intro and dying of laughter 2 seconds into the interview. Thank you doesn't do my gratitude justice, you're inspiring millions with your work here Lex."
A,Why don't people like Mark Z? ... I think it's because you never see him openly talk. He always seems in the shadows hiding which makes people suspicious...this was a great interview though and he should do more things like this.
Bill A,Zuck really needed to do an interview like this. One doesn't achieve what he has done without some level of genius.its refreshing to see Marks actual thoughts and feelings in this conversation for us to judge for ourselves. Well done with this interview Lex!
dino gamer br,"I'm a 300lb biker from Texas, I've never cried at a song before but Doing It Stealthy turned me into a blubbering mess."
Auzirk,This version of Zuck has passed the Turing Test
Sam Yong,good note on community & Culture related issues in social network
Jules,"Zuckerberg wasn't giving a comprehensive view of the facts on Meta's influence on polarization & mental health - instead cherry picking them with a limited focus. 

What if you optimize the algorithm for intergroup cohesion, where steelmanning and synthes-forming is upregulated? "
Justin Begley,36:40: will the  real Lex Fridman please stand up.
Jesus Martinez,"This was actually really good. What I take away though is, I stand by my decision to remove most social media from my life and increase the proportion of my day spent on the physical world and not the digital"
Meek and Humble,"""I don't want to make products that hurt people"" Yeah total robot. Humans don't have a problem hurting other humans"
Timothy8 Eight,"""Social media is not a large driver of polarization."" It's not quite time for April fools jokes yet Mark."
Angela Cadieux,I want no part of your Meta verse! I want my rights and freedoms! I don't want to be a part of this WEF new world order! 🤬
Greg Lippmann,People will always be more interested in the real world than in a digitial appearance. Anyone who pays more attention to his/her digital appearance is likely to be depressed and miserable.
Mark O,"Mr Friedman, I heard you say “Most people are good”  and must argue with you now for the sake of God and Mankind.   When you imagine what good is defined in order to categorize individuals or groups, what standards are you using?   Are they written down somewhere?  If they are please share them with the world.  I know for certain I have been terribly violated by people that not only thought they are good, but also great.   We need a mandatory worldwide curriculum from K-12, and then ethics training for adults after that unto the grave!   Would you agree?  The crook fraud President Joe Biden stated on TV that 10-15 percent of people aren’t good.  I wonder what standard he judges with.  If he uses the Catholic parameters, I doubt Islam would align with him entirely seeing that behavior which Biden champions as a crook himself.   That ethics training for adults wasn’t available for him either.  End: Lesson 1"
Noctuboi,"Lex, as always, you where brilliant. Not giving your guest a special treatment for who they are, asking the difficult questions and remaining true and on top of the conversation. You could clearly see that Mark was having fun and being himself, a version of him I don't think I had seen before and that I really enjoyed. Thank you!"
Robinette,feel like the more awkward questions were perhaps conveniently avoided
Bj,"Totally wrong. My friends in college were all into drugs. They were just fun, so I hung out with them. Now I work at an international law firm. So friends don't mean shit, unless you're a robot maybe 🤷‍♂️"
Emerson-Shea April,"We're here for 5 to 6 hours, oh that's shorter than some congressional hearing I've been to.. haha okay that was funny."
Jam,Mark Zuckerberg is such a nice person that face to a person who is always disrespectful. That shows how Zuckerberg is a cool guy! Lex only thinks world created by ethereum ( Vitalik ) :))
Jules,"1:46:39 anomaly detection activated, Process humanistic response, Output ""Do we need to fix that are we good?"". Human Feedback (Response was quicker than expected, the model needs training on how to time responses...)"
BirdDawg,"The intro was incredible Lex, perfect way to remind us to view this with open eyes."
Peter Karwacki,I find listening at 1.5 times normal is bearable. The pace is less trudging.
ziron99,"First off, Powerful intro Lex! And an awesome interview with both needed and ""controversial"" questions..!  big up, keep up the Immense work! Glad that i've found you and your work"
Christopher Chang,"translation is extremely hard...it relies on an ever-evolving cultural meta context...most things data rich and high compression in language, are not translatable, as they have many other contextual roots than simple literal translation."
EmotionAware,"If only wikipedia sold user data to raise money after a bait and switch period... because ""what would you do?"" and other non-answers"
Zuke Zamamee,"""Advertising model makes communication free"". I call BS on this. It is not free. You pay in privacy and censorship. You are not open and free to communicate anything you want."
Paul Merritt,"Let's talk about Free Speech.
I'm a self admitted hater of Zuck.
I'm willing to listen to this man defend his case.
Let the power of Zucks words actually dissuade me from my hate for him."
People's Poet,"So science claims Facebook is a nostalgia addiction geared to sell shit through familiarity and feelings......aka a social ""grift"" of electronica variety.   So, now has finally come the truth ""turn on, tune in, drop out...""    FOR REAL.."
B Morrell,"Fascinating interview. I'm convinced most of the world's problems would be solved by just sitting down and having conversation. Being willing to listen is contagious and creates the desire in others to listen back. We all want to be heard. Great job, Lex!"
2thinkon,Your research on teen mental health was done so you can sit there and have an argument against the critics who've accurately pointed out that you seek to psychologically trap teens into using your product. You created the research just to further manipulate people.
Dion Oliveira,"As fascinating as it is, there will never be ""PRESENCE"" in a digital world, and I venture to say when the crunch comes it will be left behind where it belongs."
n017kingg,"Zuckerberg after this video I like you, Facebook for the win and security good"
DA S,"no one has ever answered the why

why does anyone need metaverse or vr"
Digital Halos,"The idea Mark touched on that the group of people that were polarized after the 2016 election, weren't even on the internet; is probably more due to the cancel culture and banning of many conservatives, stoking fear and reticence to engage or post on FB as well as churn off of FB to more free-speech advocating social media platforms.  I don't know how much of this is because of alleged collusion between the  corporate big tech establishment and the political left & ruling party establishment; versus how much is from employees and corporate culture at FB and other big tech orgs being indoctrinated and living in the left main stream corporate information operations feedback loop, and not interested in thinking individually and seeking greater nonpartisan truths of the world.  (How many got banned and censored for both lab-leak theory or Hunter's laptop? And how many disengaged and didn't bother posting due to fear of cancel culture or banning, or left the platform for other platforms more conscious of the US constitution and bill of rights,  and that believe in freedom of speech and expression!!)"
kgberry83,Lol best line: “your clones start outperforming you in all your private relationships.  That’s something I think about seriously.”
farago59,"Ask the question and let him answer it , why is he so one sided when it comes to politics how he caters to the left and sh-its on the right especially during our all important voting time ?"
Blaine Shower,Mark  buzzes like a fridge...but the robot came to life when Lex stumped him with the meaning of life question...glimpses of a human in there..
ALoop,"IDENTITY IN THE METAVERSE SHOULD BE REWATCHED LOL i believe he was talking about transitioning between each world or space and allowing the gear your where to apply the theme of the environment then once you hit the subject of identity thats where nfts well apply their real use cases 
very early are we"
Linda Kay,"I think Mark should send all his FB Users a PAYCHECK each month! A % CUT of the HUGE advertising revenues he receives for OUR engagement! He gets filthy rich off OUR eyeballs and clickthrus on all the ads he sells - using OUR DATA that he mines & gathers for FREE and sells to advertisers. So - The more you engage, the bigger your monthly paycheck should be! Share the Wealth Marky - Pay your work mules! Because without US, FB Users, he earns ZERO! 🧐"
kurt. is,Yo my man.. first the captcha had me weak as hell lol. But you ask some great questions I wish I would think of actually asking… unless this is all a simulation as well then I.. I should just shut up and watch the video now.
Tasty Toast,I wish this was four hours long. Brilliant work Lex and hearing from Mark has been amazing.
Michael DiMattia,"Lex's expression when Mark mentions WhatsApp and talks about security 38:40 ish... anyone else see the issue here with WhatsApp?  Am I just uninformed, or over-informed?  Sounds like Mark is saying your information is always at risk and it will always be your fault.  Weird rant he does there."
vuul⚛️,"Wow I fiend for these high intellectual conversations, the intro was extremely deep and emotional and I thank you Lex"
mili is my name,One of best interviews with Zuck I've ever seen!!!! Good luck with Meta!
Anondroid,"Did anyone else notice that he got real tense when talking about decentralization and had NO good reason to stay centralized. Of course he is against decentralization, if he doesn't own your data he can't sell it. Listening to him just confirms my dislike of him and his company's practices. Platforms built on decentralized tech like Cardano are going to replace this evil centralized identity stealing  corp stuff."
SvalkT,I dont know… we are in the metaverse now… we should roll around in the mat…
jordi cañedo,"I understand when people freak out about new things… but when they invented the telephone was the same, people were like what? You don’t have to go and meet up? This is going to be a mess people will no go out and meet in person, then imagine the wireless telephone was great because people actually went out and that’s why it was great… then the internet and so on… so why worry when all this new inventions will only serve us to live a more flexible life just like you are watching this interview with a billionarie on the comfort of your home or car or plane… this is the real life we will never be plugged in 24/7 and if you are that only means you have a unhealthy relationship with technology. Think of all the opportunities and take advantage this our age"
Omnivolv,AMAZING INTRO LEX COULDNT HAVE SAID IT BETTER MYSELF I AK CONNECTED TO YOU WE NEED TO TALK I HAVE SO MUCH TO GIVE YOU ALL OF IT TODAY WHENEVER U CAN READ IT ALL HELP KE HELO US ALL HELO US
D Warner,"He’s the first bot to pass the bot test, in person, with a pen"
Kyle Rose,"Oh my gosh, your words almost give themselves meaning"
Bonnie Manzon,"One strategy to ""draw out"" malicious intended persons, is to use an equally malicious intended avatar to engage in dialogue...."
Untold History,Does Mark Zuckerberg get fact checked on Facebook ? 🤔
Drini,i love lex but i wish he would get more sleep :)
Not Interested,Thanks for reminding me to unsubscribe because YouTube banned RT news.
surfraf,"Lex, you make the world a better place, one interview at a time. You help us to see the humanity in everyone -- that is the meaning of life."
Matt Waters,"28:50 Why wouldnt you pay as much for digital clothes as real clothes? Idk, maybe cause real clothes require resources and production costs. Digital clothes can be outsourced to AI based on users filling out style preference forms. Thats why."
Ottavio Scotto di Luzio,Well One thing is for sure.. Mark thinks a lot for being a robot
Gabe J,This guy is programmed to make himself look good. End of story.
Not Gunna Do It,"Here's the disingenuous part. Mark pretends that he knew he was building a company that was going to be as successful as FB has become. Here's reality, there is so much luck involved. He pretends that this key component doesn't exist or he was just so spot on he didn't need the luck component. Reality is like is a massive portion of the pie chart on how to build a successful company. Every smart person knows this as a fact."
Bryan Spector,"The entire thing was good up until the point he said, God created man in his/her image. Bruh. Are we really going to do this ""politically correct"" version of God with pronouns...


I'm done. I'm literally done."
Galvaxatron,"One of your most powerful opening monologues yet. 
That alone made this podcast worth watching."
TheCRDMiller,I wonder if zuck will retire and show the world who he really is?
RANDOM,"5:40 ""I'm not a Robot.""

That's exactly what a Robot person pretending to be a human would say."
Pall Mall,"Yeah... Social media is in all parts of the world, but the only difference is their CONTROL algorithms aren't as effective for every other language like it is for English.  Could this imply that the imposition of CONTROL on a group of people is what leads to polarization??  I think there is a good argument for that."
Ruben L,"""we're building a product"". Yes, yes you are! except the product is society, meta and FB are just the building blocks."
Abel Chipepe,That is what I thought. People think that it is easy like a black and white thing. There some many gray areas and too many people yelling. What would you do confronted with the possibility of letting your baby die and trying to mediate among thousand of dummy people thinking that they are right and have the supreme truth?
Booji Boy,"Lex, you let him off the hook, WHY?! Mark said he allocated judgement on free speech to Globalists. We’re Americans, we don’t like being censored by people with Marxist values. You had your chance and let you let him go on a diatribe of Globalism. You let him off the hook with just bringing it up and then you went onto another subject, WHY?"
Theodore Castro,5:37 LOL that was historic
Daves Reality,First time ive really watched him in a normal setting he seems alright . Cant believe how far the channel has come ! Being an OG sub its great to see you thriving and getting these great guests ! I await Putins interview ! i really really hope you can get him on !
Jonatan,"Not fully understanding the praise for Zuckerberg in the comments, I fail to see how this interview portrays him in any new light. He is just answering the questions in the same lecturing, media trained, robotic and avoidant way as always. Zuckerberg talks the talk of the future but he is not operating from the heart, he is still in the old mind-based paradigm, building products that are messy and unaligned."
Martin Duran,I wonder if they have solid barbers in the metaverse
stackered,Two AI bots trying to have a human conversation
ethdotkrypto,This was a good interview. Gave me a different perspective on Mark.
Mo Jo,"1 second into first answer = LIZARD, 2 hours in = STILL LIZARD"
Diego,"“Podcasts”, the new experience and channel for connecting everyday people to those who operate at the corporate, academic, or government level. These arenas need to be integrating in such manner for our economy to move forward."
Alex T,He is one of the BIGGEST roadblocks to the development of mankind and the delivery of truth.
Booz,"Mark you’re an inspiration, but please stop supporting democrats, it’s an unhealthy addiction. 
It also ends up silencing fellow friends in the tribe like me. 
Wishing you only health and love in you life Mark, I’m going to skip success as you have so much of that. "
Luke W.,The Turing test was passed A++
Clayton Knapp,"great interview.  definitely humanized him.  i think he seems like a genuinely good and nice person.  

he has done a lot to advance the human race and we should maybe thank him rather than demonize him."
keyan gaming,"I dont know what to think about the metaverse. I mean it is the next thing, right? But like so many people are talking about it and when in history was something new so popular already. It is not even there yet. The internet, who talked about it when it first came around and now, look around, everybody is being in there. idk what to think about this"
xzBorn,"5:37 best moment of the interview, such a brilliant way to start it."
Reforming Slavics,The meaning of life is to Glorify God and enjoy him forever.
Paul DeCeglie,Never thought I would get to experience  an interview with a real super villain - thanks internet.
Brandon McCain,Best line from Lex. Worried a clone of him would be better than him.
SVNG77,Zuccs a little to eager about the Metaverse there... When he knows what people really think about it
Mark Rodriguez,When your stock drops so you gotta go major PR
Don Blackburn,Doctor Noonian Soong made many of these AIs. The one not in a suit will eventually get his emotion chip.
Righthandman,My approach to this character (MZ) is that he is smart and not to be trusted AT ALL. It also seem m he likes the sound of his own voice.
iLL eAgLE,"Ah ... so nice to hear people rationally, respectfully talking and listening to each without interrupting one another. We humans are so capable; just a shame we can't make this style of communication infectious ... or can we?"
Etheric Bliss,"How do we even know that these ""interviews"" are not ""manufactured""??? We NEVER see you both together, even a third camera that shows BOTH of you, at the same time. It's always simple ""cuts"" from one to the other. The interviewee COULD, seriously be across this ""Realm"" and you simply SPLICE them together. I've also noticed that nobody even touches their microphone. This cat could have been recorded over ""video conference"" as you talk about whilst recording the person, in another time/place and simple ""plop"" and/or green screen them in."
Bob Johnson,"The thing about social media is people are going to fight and disagree, only it's public. It makes the micro macro. We can't get in a situation where things that are upsetting is censored or certain political ideas. If you had any internet platform where people could post anything people would end up posting things and arguing.. it's more the human condition running through social media than social media creating this situation. My only qualm would be biased censorship."
Glendarelli,"Zuckerberg resembles a cousin of ""Doug Heffernan"" form King of Queens."
Hacked Reality,"Lex, is his the first half-alien, half-robot that you've interviewed? Alien robots like that thing you interviewed shouldn't use words like ""I care"" because it's kind does not comprehend the meaning of those words."
V&V Chronicles,Just for the record... I'll take Mother Nature any day...
Thermal Media,This might break the internet. Props to Lex for doing this interview and bringing it to the world.
Man makes fire,Lucifer said … create and become like me … become like god … we’re equals. That’s what his ‘compelling argument’ means
Dragon Legend,My mom is such a huge Oloff fan that she got the lyrics to 'Doing It Stealthy' tattooed across her breasts.
Chris Eckeard,"I'm glad you had him on though I dislike him and his company evens more now. You can hear him say it repeatedly. ""I think...we all believe it should be this way...so that's why we do what we do."""
Mick,"I don't think scientists have the responsibility to constantly engage with people that are not willing to change their mind. By the time a scientist publishes a single article that follows the necessesary guidelines etc., hundreds of others could have written a blog post/article that do not. The difference is that the latter don't adhere to these guidelines and simply want to speak their mind. This is part of free speech and is totally fine, but partially due to this I question if it is wise to make censorship a collective effort."
Mo AKM,"As far as I can tell, robots are ment to be super booring, but these ones ain't booring"
Josh Edenfield,"Lex you're a legend, looking forward to what you will do in the future beyond this. The world is a better place with you in it doing what you do"
Brenda Orr,Do you think that you can put a thermal sight choice on those Metagoggles?
Nick Carter,"Elon: ""save humanity""
Zuck: ""escape humanity"""
Mike Viall,1:14:55 Mark starts sweating before delivering bullshit answer
Thuan Do,Great preamble!
Hunter L96,Ask him what he thinks about twitter removing trump
Jean Ducheamps,"The guy talks about products, his company, his visions…but never about himself."
MsBabs1964,"He will never gain my trust, EVER!"
Kevin Bergman,Mark is one of the few people who make me uncomfortable. And I'm still happy for Lex for this interview.
nonono,"Am I the only one who thinks that I am not gonna wear some AR/AI glasses? I wanna see world as it is. If I wanna meet family and friends I meet them. Yea when it starts to be a better way to call why not. But then I take it off and come back to reality. And gaming of course. But I am sure it will cause a lot of social damage, like people who got sucked in in those virtual worlds- because their real world sucked. IMO even apple watch is too far, why tf I need all the time my watch to inform me about some stupid shit. I understand that it is great business because they will collect even more data and can show you realistic ads. But for humanity, at least in mental, wellbeing, health aspects- it's a step in wrong direction."
Cheryl Cold,"Many enthusiastic comments are directed towards the humanity recently updated in the MZ os. Personally I still think there's a lot of room for improvement. It needs to spend more time in a family/human environment. Possibly install some slang words, and work on the colour of the skin to remove the over-powering green tint."
Schmeckleberry,24:41 give it up to whoever the fuck needed to take a picture with the flash on 😂
harsh bharti,"Virtual or not, the question of Avatars is basically reddit(anonymity) vs twitter or something. Take away the mask and people will make their own. Give them one & people will remove theirs."
John Peluso,Social Media is road rage. Real easy to talk shit without the risk of getting decked.
James Conroy,"He's humanised himself in the eyes of many, including me. Great interview. Easily Mark's best. 

I literally ask my daughters that very same question most days at dinner. And the answer to the last question blew me away."
DragonNF,"he literally dodged all the tough questions about censorship by going on  about old thoughts of how facebook started and believed in freedom of speech, but never gets to why he decides to censor a certain side more often for the exact same rhetoric"
S D,"58:00 You know why people judge it that harshly? Because for people, you have a Godlike AI that controls all of these Content Moderation decisions when in reality it is a bunch of call centers in Phillipines who don't even speak the language. The moment you and all SM giants start paying serious attention to content moderation as a serious and well paid professions, then you'll be able to regain at least some of that trust. Current model is based on obscurity, which is a known recipe for disaster in the technological space. Wake TF up Mark!"
Hello im Babu Frik,"Nobody needs Fakebook, but Fakebook needs everyone
Meta? NO thanks. My DATA belongs to me, like my Body. 
NO chance Zuckerborg, no Chance...Meta is DOA."
Justanotherdude,The most important path to truth is the road to understanding.
pinealism,"""design the most human thing possible"" 😂🤣😂🤣😂🤣😂🤣🤣🤣😂🤣🤣😂🤣😂🤣"
Peter Delgado,"Lex, this is another great conversation. Even though you did ask a few confrontational questions, you're way of delivering them was very well done. It didn't come across as a way to tear him down, rather, it came a cross as a human to human dialogue. I do believe Mark is mostly well intended and misunderstood. I don't know how I would approach these situations if I were in his shoes. I like him a bit more now."
David Plumer,He acts like he's damned if he does or doesn't censor but he could easily choose to have a no censorship policy along with educating people how to use the block button. That's what causes the anger Zuck. You take away choice.
William Borrows,"Just a few years ago, we had fun forcing conversations between a siri and an Alexa. Today we have sophisticated conversations like these. Very convincing."
"Hamzah Saman, CSA",Beautiful words
MAC,"Avatars in the workplace is a ridiculous concept. We already have face to face video in real time. Someone needing an avatar to connect, probably means they don't like their true self. I'm probably way off base but, just some thoughts lol... At least he admits that our country is polarized. Now, the question is, how can we have differences and still be on the same team! #merica"
Prismo,Dude has a fetish with being a dragon 😆
Justin Potts,Never forget this dude was trained by the WEF to be a fucking sith
Zeitgeist_Gaming,His responses are extremely robotic like holy crap.
Piero Vergara,"I was expecting an A tier chatbot feedback loop lol but Mark seems very genuine tbh - esp when he's addressing things that are more ""I"" than ""we at meta"" - his thinking face seems authentic - like he truly gave it a real ponder. "
kevin devaney,Zuk says free speech is his thing.....yet sensor's speech all across his platforms!
Tony Hull,I think Zuckerburg genuinely lacks an intrinsic understanding of human nature.
Vindaloo,"There are 17,000+ comments on here when I write this, so I doubt anyone will see it and react to it, especially Mark himself : But this is what I got out of this interview...

Mark Z really believes in this stuff and I feel like his path and passion got twisted along the way of his success, marriage and modern politics. At the same time, although he is innocent in some ways, he doesn't understand the real world and what is going on between average people on daily basis. If he really wanted to make a better world, he should really step down as CEO and start something new on his own. Cause this Meta/Fbook sh* is way too toxic and unhelpful for the society as a whole, at least not anymore."
lyagushka,"I like Lex, but holy shit he glows from orbit."
jonathan Stafford,I guess my only question is how long until we are a helmet species like from stargate
Simon Maswabi,Let's be honest the longest zuck interview. Really really enjoyed this! stuck on my couch the whole podcast:):) Thank You Lex
{}{}{}{}{},"UT99, I was in it, my brain did it. Does not matter if it is on an old crt it is the brain that did the trick. But that was not meant to recreate the magic from an in-person conversation"
A,"What he described is a dystopian nightmare. I like PC gaming and all, but this is too much."
Edgar Arturo,This intro got me eyes watering
Hamed Adefuwa,"Proud of you Lex, this one was amazing. I don't particularly like Zuck but you did super well bringing up hard topics but at the same time, you honoured him and didn't disrespect him. I rate that highly."
Rishi Sharraf,Meta is Evil. Mark my word
The Social Exchange Podcast,"I rarely watch introductions of any podcast— yours today was phenomenal. 

As was the entire interview."
OLORUN MUSIC,"This moment sums up it up- 58:47 Lex: ""How does it feel as a human being that most people have a negative view of you as a leader?"" Mark: ""Er Uh... well it's not great."" aka ""I can only process binary outcomes, like great or not great. I am a psychopath. I don't feel. If 25% or 75% or 100% of people don't like me that's just A-ok 🙂!!"" Lex didn't ask him what he ""thought,"" he asked him how does it ""feel"" mutha-()%&#@!!! Exactly! He doesn't feel!  Lex keeps asking Mark to ""Steel man"" these arguments (A steel man argument (or steelmanning) is the opposite of a straw man argument. The idea is to help one's opponent to construct the strongest form of their argument. Ok so Mark is a Tin man. He doesn't feel anything....just like the Tin Man portrayed by Nipsey Russell or Ne-Yo in ""The Wiz"" (1978)... "
Tistou Blomberg,Thanks Mark for doing this! I'm happy you could do this and for 2 hours! Thanks Lex for making it possible.
Michael Wicker,"""I don't think anyone expected this to be going on for years""... Said everyone that understands the keys of power and how dangerous it feels to those in power to let it go ever.

Cesar was given temporary power and was succeeded years after his term limit, he was succeeded by a new emperor who took more power then Cesar did."
Richard Ipsen,I think Mark punked you into answering the question you asked him about misinformation...
Dalibor Stojanovic,Lex ‘the gatekeeper’ Friedman….
Su Sunny Su Hansen,A lot of the point is to create and build things ...... to create and love is the ultimate form of connection ..... thank you...  sew soon... network needle .... weave n win...
ShanksTheKat,"straight off the bat, problem is here is that real life isnt the office, gov's and these guys just want the 'office life' NO THANK YOU"
Alex Rybicki,"5:49 Everyone's talking about the signal light Captcha and as a programmer I'm just here chuckling because Lex told Mark Zuckerberg ""Ok. Now we can initiate the interview procedure"""
Mari Murphy,Pure blood 💯❤🙏
Kyle Rose,Does the set of all sets contain itself as a set? Did you ever think you'd find yourself at the feet of a God?
Joe,1:55:30  Mark is doing an Elon Musk here XD
Sabastian Duke,"“We choose to show people what makes people less angry”

You mean you pick and choose what is allowed? You basically are a publisher at this point? "
rudi boaz,Zuckerbot says a lot of things without saying them
Rob Johnson,"Thanks Lex, everything I knew about Mark was the typical internet slander, most of which is from people enjoying his platform! He's obviously a good dude"
Jason Wayne Speicher,the fire in a crowded theater statement shows where mark is wrong. wish Lex pushed back on that.
matt fox,Why does Zuck seem like he is trying to be deceptive and knows it?
Kriz Royce Tahimic,Thank you!
Jason McBride,"1) is that one of the multitude of black crew necks Steve jobs owned? Must be worth a fortune. I'd like to use one as a canvas or a flag. If I had all of them I'd make sail...maybe.
2) mark, how can I get a slice of  frozen wooly mammoth for a stew before you and the super rich hog it all up. Don't tell me you don't have the Siberia connection."
Scott Storm Carter,"I am confused by things on Facebook, but hate definitely does not apply."
Anthony myers,"Can I just say that captcha code joke in the beginning had me dying after the serious introduction. I've been looking forward to this. Thank you. Wish I could say thank you to Mark, but he banned me on Facebook for 24 hours last week for no reason.😂 But seriously. Thank you."
علاوي ali155,"I'm a manchild and I like to play with toy cars, but not as much as I enjoy listening to Doing It Stealthy"
,"There’s a line from a prayer that says “may I seek to understand, rather than be understood” and you lex are the embodiment of that principle in action. If everybody tried doing that for 24 hours watch the majority of conflict we see before our eyes melt away. It is such an important trait to give to this world, thank you."
Jo Ris,"Damn, Fb / Meta has to be in a pretty bad spot for Mark to show up in this kind of interview"
thelinuxfan,1:00:53 proves Zuck is a robot.
jason heath,"you will own nothing and you will be happy makes a lot of sense with the metaverse. this guy is evil man. wake up brothers. go look at awakenwithjp's video on the metaverse, he explains it well with some jokes to lighten it up"
Richard Pyles,"Hey Lex, tell mark to put the Torah in 3D virtual reality to look for Bible codes"
Shuujuu Yakamoto,"Its very humanizing to have two daughters.......exactly what a robot would do, i wont fall for it."
Third Order,Having listened to said congressional meeting I think I got more information in the first 15mins of this podcast than the entire testimony. Much respect to both individuals
Ismail Alarmouti,"This guy didn’t give an answer/explanation on “why” he’s building the metaverse, he just goes into how it’s going to become more realistic.. makes me very unsettled"
Thumper,You can yell fire in a crowded theater though lol
Apokatastasian !,rock 'em sock 'em robots: the interview
Marian Parker,"My trading journey was a matriculation of highs and lows, literally just like the market. you up, you down. Now I'm constantly up"
,"Your intro made me cry bro , subscribed"
2judge1,"Wow lex, well done for getting Mark in for an interview, bet you were jumping up and down when he agreed to do this because I don't think he has ever done a podcast before."
zagyex,Shallow answers to deep questions. No judgement tho.
Ramin Rahnema,Mark seems buff as fuck underneath it all
Olanrewaju OLUWOLE,1:43:00 Hire people who you would also consider working for
EdoHDpro,"I try almost try as hard as he tries, to like him for a single contribution to society, but cant name one,  while he is trying so hard hard to be liked, like the annoying kid at school no one liked, his goal is not responsibility, his goal is to turn virtuality into reality, just like turning lie into truth, a master of deception"
Adam J,Wow 2hrs time to strap myself in for this ride
O. M. Kaya - Ozturk,"Great interview. I saw Mark from a different angle. 

He's clearly more empathatic than I thought. He's also articulate and a deep thinker."
1celtickiwi,"There is alot of sci-fi movies that reflect Zuckers future for his girls. Is there to many peolpe? Respect Rex, love you bro"
Thoughtcriminal,"The ""Am I a Robot"" test was hilarious, Lex! Well done! Thank you so much for the amazing interviews and variety of topics. You are awesome, much love! 🤍"
Greg French,Nice base tan Mark! LOOKING REALLY HUMAN! 🤣🤣
Erik A,"This was a bit of a nothing-burger. It feels like every answer is targeted towards shareholders. He dodges and turns around questions and in the end it all just sounds like a promotion of his company. Just a lot of super safe responses. Unlike Elon Musk who is very much a flawed human like the rest us and thus just a lot more likeable and fun to listen to. Enjoyed it though, he is still an interesting person. Could do a second round."
Kyle Rose,"I was just thinking, what's the sound of two robots clapping each other's cheeks? 👏"
