author,comment
Jampacked,2:19 was funny 
Utd Vlog TV,"I just hit Block!!!  trolls will never put me down. 
 "
Ohio Golf Vlogs,I get some much hate. Always brightens my day
LAZZI MOBILE GAMING,I asked about this in your live chat . And now a video  bro
Andreas Liljegren,Informative! Thx!
YAEL,"Me: that's unpleasant bruh
Haters: lol cry about it"
Yarn It Out,Great advice thanks
Dr. Khalif,Perfect channel keep going
Eezee's Emporium,"I'm here after my first ever legitimate channel comment was being called a scammer and produce spam.
It sucks more than I thought it would"
SafePrep Preparedness,Got my first today and found your video on this topic.  Already a subscriber and enjoy the content
rouguser gaiming,As a new in youtube thank y for advice.
MJH-Baseball,"They make me laugh usually. If they use bad language, I delete them because I'm a kid safe channel, but ""haters"" are funny most the time. "
Apple TechKnowLogies,"I’m very new to YouTube, been doing it for a month and already ran into haters. Don’t understand why they were hating on a small channel. I was deleting comments, but then I made a mistake by making a video calling them out. I have now deleted them videos calling the haters out and wish I had watched your advise on haters before."
MR BUTTONS OFF GRID ADVENTURE,So far I don't have any haters but I'm just starting out  on youtube and I'm sure they will find me eventually. Thank you for the advice.
Jon Vassa,Is there a way to tell if a comment is genuine vs a person just being a hater?
Toxic Wolf,Hi you've helped me with my channel and I love your channel I think you should have more subscribers
Breeze,Literally got one on tiktok when I uploaded a clip. For a small channel I instantly thought I must be doing something right if I’m getting hate comments now.
Salongirl Gardens,I was on a live and they were swatted. First time for me to see this happen and it was scary. Can you talk about this plz?
Schatz Kim,I just started my youtube channel..Thankyou alot for  this video.very Educative.
Lisa Monique Beauty,"I reply to them saying exactly what I want to say (always polite, but may point out they are rude) and then delete and block them.  I keep hoping they get the email notification with the what my reply and then they can’t respond back and I don't hear from them again."
Laman Digital,"When i see haters commenting.. i would just say "" oh, is that so?"" For the last time."
SK's CRAPPIE Catchn Adventures,I would like to see a reason submitted for a thumbs down required to hit a thumbs down or possibly the thumbs up and down in the viewer's comment so we can see who enjoys the content or who we could block from the channel......I don't get a lot of thumbs down but more than I want....Thanks for your time putting these vids together for us......
Neilxxgaming,Negative comments are. Crazy. ಥ‿ಥ
RealVideos,Yea nick ur to helpful and you save me to much time not happy i mean i have spent alot of time working on my channel how dare you make my life easier (lol)
Walter Koren en Español,Very useful. Thank you very much
Ride along gang,Good advice thank you sir I will apply this
Maria Ackerman,I sometimes get a mean comment on a video created by another person saying that I should stop acting like I know that celebrity and I'm like whoa no need to be so mean I'm just a fan of this celebrity and love their work. I was like: Does this dude have anything better to do than just rudely say to a fan of a certain celebrity to stop supporting that celebrity?
BigPauly,9 trolls have given Nick the thumbs down. 
Aarantula,"I mean... Comments negative or positive, it aids engagement so I'm good either way."
bobby munyavi,Let the trolls come at me. Am not hiding! Trolls engage at 5 times the level of fans - They are gold
JayTehPro,At least the haters are giving you views 
,The worst is when other channel don’t even comment on our video anything about the video but leave their channel link ️
Its_Rick_James_Bi*ch,"Define hateful comments?
I want to know where you draw the line between constructive criticism/alternative viewpoints to what you consider hateful comments?"
SadCloudZ,I use some of the tips I fully recommend y'all so do some
Xavier Paolo Ledesma Mandreza,"Either way they can say the hell that they want. #Tragic

Wake up news - such features you mentioned no longer exist."
Inspiring Recipes - Fari Kitchen,I'm yet to get them.... I know they will definitely come but I'm learning to be ready for them
Transy's Dirty Secrets,"I feel all comments are helpful as are thumbs down. YouTube looks at channel activity, not whether the comments are positive or negative. They don't care if the thumbs are up or down. I always welcome s*** bags to my channel. Along with everybody else."
Arabian Flower (YH),"This is a really good video! If you see this comment, I could use your advice. What if someone is harassing me on the comment section on someone else's video? The block feature won't work for me and I can't disable the comments because it's not my video."
YT Magma-Playz,"I keep getting accused of stealing a video even though I didn’t, do you know how to fix this?"
Jarot Readings,You could be the nicest most innocent person ever and have the most bomb youtube but still will have haters talking  and disliking everything for no reason
Acada Overflow,Really nice video!
coyote party yt,Thank you I got a lot of hate comments on some of my recent videos
Nightshade Gaming,"I have a friend who has blocked and hidden a troll multiple times but he just keeps creating new profiles to comment more, what should you do when you suffer from this form of extended harassment?"
Billion vlogs,Wow I love watching videos like this
Basst festival vlogs,Haters... sounds to me like extra comments
,I usually just like the negative comments just like I like the positive comments
Fenkingamer 09,3 months ago I got a comment saying “hey man your videos suck” I wasn’t offended or mad/sad. Because I filmed and uploaded that video in 4th grade and what is confusing I swear I unlisted that video more than 3 months ago. I am VERY VERY confused
𝐻𝑖,Can hate comments affect how your channel grows ( make it go down in subs or get more hate )
ANGEL GANG by Your Boi Whis,Imma save all the hate comments for later. Imma dunk on em in the most toxic way possible without age restricting it
Richard Yamato,Yeah haters give us views 
