author,comment
Jeremy Aron,4 years ago and it’s still good! I remember the hype and the leaks leading towards the first trailer! Still lives up to this day!
Tech Strategy,Kgf chapter 2 teaser going to break this trailer record
Eren Jaeger,Today marks the 2 year anniversary of the release of this trailer
sagwisselle (the tribal chief),This might be the greatest movie trailer of all time
Downbubbles2,"If the infinity saga was this good then I cannot wait for the multiverse saga.

Not being aware of this movie and all the hype will forever be one of my deepest regrets."
JD RebelLove,Gosh it feels likes a thousand years ago
Dipesh Mishra,"After all these years i still come back to it ,it's like poetry it rhymes"
gaming and dhoni fans,Did someone notice hulk was running behind captain America in final battle in this trailer🤣😂
D. EDITS,"""How is this dude still alive?""

""He's not a dude. You're a dude. This is a MAN. A handsome, muscular man."""
Mohammed Salman,"Still gives goosebumps, soo much of adrenaline rush.

And get this man, a Shield! ❤️🔥😎"
Dark Knight,"Lock down the cinema, engage all screenings ..."
Sarva Mass,In this 4 years of this trailer the goosebumps never end
Ankur Jodhani,After 3 years and 9 months I have watched this movie more than 💯 times but gives a relaxation not in any other movie...
㋛𝕊𝕖𝕥𝕙𝟙𝟘𝟡𝟙𝟟㋛,Omg I watched this the day it came out in theatre’s it feels so weird
Basavaraj Bannavvagol,Infinity War is such a legendary movie that people came to rewatch it's trailer after 4 years after its release.
Mike S,Infinity wR is better then endgame
Starpotatoes,"Star wars trailer gets 38 mil views in 1 month Good, good...

INFINITY WAR GET FRKN 33MIL IN 15 HOURS!!"
wietse sinnaeve,"It gave me chills 4 years ago, it gives me chills today and it will give me chills in 10 years and later"
Liam Mellon,"Looking back on it, this is one of the better trailers I've ever seen."
Addey PAndat,253 million views ka record khatre m h 😂
Dragonlive,i wish i could see the film again for the first time😭
R- WORLD,Kgf is comming to break your record on youtube in one year
Sohail Ansari,Captain America looks so fuckin badass.
RamshackleRozza,"In the future, they’ll have no idea how big of a day this was. I remember exactly where, what time, and even the weather of when I watched it the first time"
That's what she said,"Can't believe it's 4 year already, time ran away so fast. I wish I could relive the time when the trailer came out, when the hype and excitement for the movie was touching the skies."
Dhananjay Kadam,KGF 2 is arriving stay tune marvel studious 😎
CrustyBoi273,You know a movie is good if you come back years later to watch the movie again.
Thanos,I can still se this movie almost 100 times
supreme_leader,When Thor enters Wakanda...
Brian Cutty,Still the best movie trailer I can remember..“ I hope they remember you” - Thanos
HaileyBearOfficial,"“Get this man a shield”


GET THE FANS AN INHALER!!!!"
doomsclan,One day there would be an invention wherein we could replay our memories. I would surely keep on repeating the hype I felt when I watced this trailer!
Ahmed Adel,This still gives me chills after all this time ❤️
जल्लाद (Bøy),Always trailer goosebumps
Talking Ben,This is the film that got me hooked on marvel. Now I’ve seen every marvel McU film at least 10 times.
Thor,Peak fiction 1 favorite film of all time I rewatch all the time.
Koolminer1243,"30 years later
Son: Dad, who were the avengers?
Me: there was an idea"
Nemesis studio,This movie was amazing! Wish I could turn back time to when this was the main hype!
aditya singh,"""There was an idea...."" still hits different 🔥"
DARKVERSE GAMER,The Best Scene we were hype before movie launch 1:59
Waylin Ed,There was an idea! To bring a gang of superheroes together for one battle that they aren't been preparing a legendary status
Ashok Donur,"Ultra legends came after KGF chapter 2 Teaser

😎😎😎😎💥💥💥💯💯💯🔥🔥🔥"
Dr Soap,"“How long have you been standing there for?” 
“An hour.”"
Luke George,the hype for this movie was insane
Joash Da Cruz,"Feels like this dropped yesterday, how time flies"
Vanessa Macabare,this trailer is like a motivational video
Ripughna Tikre,This always gives me goosebumps
Heroic moments,Who is here after seeing man of culture highlights that this trailer's last scene is a biggest clickbait ever 😂
kody worth,"John Wick enters Wakanda
T’challa: get this man a pencil"
BeUtifUl InDiA,Thinking now if I could watch this master piece in a theatre 😍😥😣
MEME MASTER 69,It has been confirmed that the captain marvel official will come on 3 December at the Monday night football game and the avengers 4 trailer will come on 5 December 7 am good morning America
Nuzyi Doesn't try,The first 30 seconds gives me chills every single time.
Karlmeister Films ™️,Makes me watch again and again and again and again!
Unknown Therapist,captain america in this film looked fire
Shivasis Mohanty,This trailer is so awesome i am watching it again after 4 years of its release
krishna k,My most inspirational entertaining movie franchise ---marvel movies
Shivanshu _Thakur,How many people waiting is ended. And how many people are here after Avenger 4 trailer
Dank,"MANO, QUE SAUDADE DESSA ÉPOCA PQP"
Moobloom,This is so epic
som bohare,K .G.F chapter 2🔥🔥🔥
Akis Th,Best movie trailer ever made.PERIOD.
Prakhar,You can clearly see hulk running
Aoli Ravioli,"Thor: fat and drunk
T’Challa: Give this man a salad"
nadeem ebrahim,Goosebumps all i can say after watching trailer again and again..
"Luffy ""D"" !","This trailer is still give me a chills until now, this is the best trailer ever...."
Shriram Pardikar,Be ready Indians Our Hero Yash With KGF will destroy this all time record of Infinity War Most Viewed Trailer Of All Time...!🔥🔥🔥🔥🔥KGF🔥🔥🔥🔥🔥
NPA1001,Still the best MCU trailer
Cristian Palmas,Trailer epico!!
Mr. Blake,Every time I see this i get more excited
Lauren Billings,Not me watching this 4-5 years after the release and still getting chills
Jared Alvarez ✸,Remember when this trailer dropped and we couldn’t wait any longer and wanted now? I missed being hyped for a movie
Spider-Man Fan,I still love this trailer its one of my favourite trailer of Marvel and all the times i see this trailer i feel its was the first tiene
Mchenge Nyoka,Years later this still bangs
kimmy cuthbert,Petition for the red bandana to appear one last time. Josh Brolin wants to do another goonies
Aditya Prakash,"Even After 4 years , this trailer and its Music Is Giving Energy ❤️💙🖤"
D’Andre Johnson,Crazy how they showed a full sized hulk at 2:00 💀
NiightDJ,I've watched this trailer more than Dr. Strange watched infinity war outcomes😂😂
gargi gargi,I'm getting goosebumps
William Fletcher,I use to watch this on repeat when it was first released. This movie was amazing!
Tunar Məmmədli,After 4 years I come to watch trailer again
Milad,"I rewatched The movie today
I don't know how many times I've watched it!
Still the best MCU movie IMO"
Krix,Y'all remember this Hype !?
Voli,"I love how almost everyone was doing the same thing.

1st. was to watch the trailer
2nd. to rewatch a million times"
Gengarguy1234,4 years later this movie is still one of the best
Daniel P,I don't think there will be hype for a movie as close to this for a long time
Tushar The greatest,kgf : it's endgame now
Sam Mejah,"3 years later i think they should have made hulk meaner, bigger, stronger, like The World-Breaker Hulk with his phenomenal destructive abilities. Imagine a hulk with the ability to stomp on entire continents and planets, causing earthquakes."
Sakht Launda,Hindi dubbing of Thanos🔥🔥🔥⚡⚡ I don't like English voice of thanos
Andre Henderson,"When thanos breaks the tessaract red skull will fall out and yell ""I've been falling for 78 YEARS!"""
Jesper Karlsson,"Still the best Marvel movie 🙌 and yes, I watched No Way Home twice!"
"Ocampo, Jevie Jan A.","Infinity war: epic, all out war, shocking, unexpected
Engame: aftermath, nostalgia, memories, wholesome and one last epic fight"
Aliff Muzaffar,Really miss the vibe when the movie was realise on cinema
Nick Sanchez,"It’s been 4 years, almost 5, since this dropped…"
anonymous user,"I don't care if I get hate because of this opinion, but this is my favorite MCU movie"
zayn,The best trailer of all the trailers
Chitra Ambatkar,After 1 year kgf chapter 2 trailar break the record of avengers infinite war of most viewers on trailer in YouTube 🙂🙂
LAUGH,Trending #1 all over the universe
Humam Kabani,"time flys i was 11 years old when this trailer came out I'm almost 16 now! I remember being hyped seeing spiderman and telling my brothers about him because spiderman was my childhood superhero and we all was hyped, look at me now I'm almost 16 doesn't feels real nothing feels real."
SIGMA RULES 2.0,2022 still a masterpiece trailer👏👏👏👍
Tech Strategy,Kgf chapter 2 teaser is going to break the record of avengers infinity War trailer 🎆 🔥 👌
T Subramanian,"Watching after three years 
Same goosebumps"
BloodHelix0,yo I'm hype for this movie!!!1!1!!!1!!!!!
UBZ,"Aww, I miss the hype leading up to this film, all the talk in school and going to the cinema and watching it was truly amazing"
Josep Rivera,this is the best trailler ever made
ryan n,This movie is absolutely legendary even 4 years later.
Whittaker BS,The best trailer ever
Shooshan05,"watching after more then 4 years, still gives me goosebumps, and is the best marvel movie and trailer of all time, although NWH is right behind it"
Anand parmani,Rip infinity war no. 1 position
NiJacques Productions,"""There was an idea""
Gets instant chills"
cranxywy,4 years and it is still one of the greatest trailers
Koda,"Mom: Did you do your homework

Me: “There was an Idea”"
Son of Dead Meat,Who else has watched this so many times that they can recite all the words?✋
Samurai_Cl4N,I miss this movie man I remember when I first started grade 7 and the first time I watched it it was the best feeling ever thanos is exceptional in it and even after four years this movie is one of my favourite avengers
SPACE HAWK VODS,"gives chills now, tony is gone ,Spiderman is in trouble and doctor strange is paying is for his mistakes"
NathanWaz,By far the best trailer in the much
AB_gmk,Thanos entry 🔥
Peter T.,CAN’T WAIT FOR STAN LEE’S CAMEO!!!
Malbeyyy,still watching this masterpiece in 2022
Wardogjr97,I still watch this years later!!!! Fire!!!
Charlie Loboda,Best mcu movie imo
Haresh,Still a master piece
GURMINDER SINGH,Thor ❤️✔️
JayJ,This trailer made more money than Justice League
Ahsan Khan,4years still getting goosebumps.. marvel ❤️
Robert Wayland,I’m watching this 4 years later and it still gives me the chills
Samer panda,Me from future to stark: Tony its quill peter quill you were right about him u have always been right about him.... kill him save us tony u have to save us
X Gamer,THIS IS SO NOSTALGIC
minecrafter_lover,The hype 0-0
Mike,Darude: Sandstorm
GokaiSilver,"""There was an idea..."" this whole speech always gives me chills."
Simon Art Club,Rip Stan Lee... Thank you for everything.
Sathish Ram YT channel,Unlock 17a sequence was unexpected goosebumps in theatre 🔥🔥
𝑫𝒚𝒍𝒂𝒏 ♤,"Bro, los subtitulos generados automáticamente en Español son joyas. ""Soy buena en inglés""."
Jeremy Foster,I only hear Thanos even in Josh's voice while watching sicario.
Wolfkissed,Still remember going back home just to gargle salt water for my sore throat after this movie.
Abcde,This made me miss T.Challa😭😭😭
Kingman,"1:57
When Infinity War hits theatres..."
Shawn Minter,you know a movie trailer is truly legendary when people watch it 5 years later
Le Maximoff,"this movie is a legend, i will never forget the feeling that it was to watch for the first time"
juan lizarraga,0:30 chills
Martin Umana,Infinity war is from start to finish better than Endgame IMO
Swap right Gaming,2:00; where does the hulk came from...?
Tomi Berry,This movie and it’s hype will NEVER be forgotten
Karena Quezada,"A man whoever made this trailer they are getting a 10,000 Stars"
no lmao,"This trailer is just beautiful...
I've been rewatching it for years now"
Kavya Jethi,same goosebumps after 4 fuckin year's!!
Haseeb Riaz,this does put a smile on my face
Valy Sheev,This and spiderman no way home peak hype of mcu
Viqtor,It almost feels like I’m watching a mashup trailer between all the movies. This doesn’t feel real. I’m sooo hyped
RBWars,Honestly this is the best mcu movie
bhawesh bhimani,"I don't think I have ever been so hyped about anything else in my life. Please, for the love of God, bring me the Avengers 4 Trailer."
W****** ****s,"We will hear no more of this soundtrack anymore on the next phase of marvel.... We will miss it, somedays..."
its me ishaan,Still legendary
π matics!,"Infinity War was awesome 
But sorry, the epic KGF 2 has stepped in.
(Witness the highest viewed trailer record breaking tommorow) 😜"
WeiZen乡,Olum ne ara 4 yıl oldu lan daha dün gibi izlediğimi hatırlıyorum aşırı vibelanmıştım şu trailera
Honzinax studios,4 years?!
Dwayne Werleman,I watch this every day of the week just so it can reach 200M views
Riccardo M.,the most epic trailer ever
Albert Ismalaj,"This is a comment from the day: January 15, 2022; 09:05pm:
Its kinda sad that this movie is already 4 years old! I still can't believe it! This trailer has even more views than the Avengers 4: Endgame trailers combined, thats crazy! This movie was truly amazing!!! I just recently watched it again and the ending....😭😭😭😭"
MrPolar bear,I love thanos voice
Relax with Sam,I can’t stop watching this …even in 2022 🌝
Sahil Bansal,i am shocked to see that this has more views than endgame trailer.
Zeus of Olympus,Still can't believe how Bruce didn't turn like the trailer
Jullkrazycrazy Eh,Beautiful
Animes uzumaki,1:13 mind blowing entrance
Praneel Tripathi,"2:01 Hulk wasn't even in the movie 😑
Kat gaya"
C79 Rohit Ukrande,Its been 4 years still the music is inof to make me cry😭😭
trending one,"Avengers 253m
Kgf chapter 2 246m🔥"
Sumukh,I'm watching this every single day ! ❤️
Michael Thompson,"I was really looking forward to seeing hulk vs cull obsidian, but the hulk buster works too, i guess"
V B,I've watched this trailer an unhealthy amount of times
Nasser Bader,"this is most probably the best trailer theme, music, orchestra, and cinematography you'll ever see in the history of Marvel"
Himalaya,Still chills
Middle Class Manju,War between KGF and infinity war🔥
محمد هانيَ,واحد من افضل الافلام في التاريخ
Rhythm Gupta,K.G.F  2  teaser  trailer  breaking  all  records  on  YouTube
brian kim,i love how the only clips of doctor strange are him just standing there
david v,at some point tonite i felt the urge to watch this trailer again after 4 years and get fckn fired up !!!!
Shirish Chavan,"Evacuate the city,  Engage our defences and get this man a Shield!!!! 
Still gives chill
RIP chadwik💓"
Luciano Baigorria,Que recuerdos
Chill Dude,Hulk running at back 🤣🤣
TEAMSARESALTY,Best time to be alive for comic book films!
Lorenzo Grant,Classic 🔥🔥🔥😊
Galactus gaming,Idk why is the hulk running in thumbnail😂
Loltrol2500,Marvel just makes the best and craziest movies
Taneshwer Singh,OMG 4 years 😭
Roberts D.,"Thanos: snaps fingers
Avengers: Yoo, it’s rewind time"
BansMut Lord,Just amaizing
Satish Athani,KGF Chapter 2! The Monster is coming! 🔥
Lamrampage,Glad I never skipped a credit scene
Andronikos Theodorou,"No way home was amazing, but the chills that infinity war gave me were something else. I will never forget that feeling when I was watching it at the cinema. Best movie ever"
Slothman,I can’t believe it’s been almost 4 years since infinity war. It still is one of the most greatest movies of all time
Rhythm Gupta,K.G.F  2  teaser  trailer  breaking  all  records  on  YouTube
Ankur Sikdar,"We watched Tony building his first armor, we saw Steve trying to slip into the army in ww2, we saw unworthy Thor, we saw The Avengers assembling for the first time, all the way to Tony's sacrifice, Thanos defeat and the opening of the multiverse.
For us they are the real heroes. They taught us about friendship, morality, selflessness.
We saw them growing as we grew up, our childhoods are connected to them. "
Neel Ugram,🥳K.G.F teaser BROKEN THE MARVEL RECORD🤯
Karan Mehta,Damn it's even trending in Asgard.
supersonic,The Infinity Saga was legendary. I dont think any other movie will make give me the same amount of excitement I had for Infinity War and Endgame.
kaustubh deshpande,This trailer still gives goosebumps in 2021!! Best edited trailer of MCU
BlazinAmazin08,I wish I could go back and watch this for the very first time again
vision,I can see the hulk 🧟‍♂️😂
WJ Studios,Bring me Thanos!!!
Aliyev's,Infinity War was such a legendary movie that people come to rewatch it's trailer 4 years after its release.
Drifted Soul,"Legendary trailer. Legendary movie.
For me the best MCU movie ever made"
Grayson Gaming,This trailer still hits hard but tbh for some reason I didn't really like the movie it was huge and cool but meh probably my least favorite avengers movie but endgame tho
Leoncoolboy 123,This movie was the best movie I ever watched. Probably the best Marvel show ever it is just AMAZING
Joseph Luna,THIS WAS DIFFERENT!
DABOSS190,Man this movie came out 3 years ago now and we still don’t know “why is Gamora”
Sushio,The music for this trailer still gives me goosebumps
chidoya,this movie is still a masterpiece
The Crayon Family,"100 Million Views, we made history yall! RIP REPLAY BUTTON💀"
VISHAL BrGyri,PEACEMAKER could kill everyone in this with his HUMAN TORPEDO HELMET. 😂😂
mithun,Still this trailer stands tall
Neel Ugram,🥳K.G.F teaser BROKEN THE MARVEL RECORD🤯
m arun vel ayyaa,its been four years but still the gives  chill
ItsTofikCreation,Me after watching the film where is the Hulk who was running  behind Contain America in the Trailer 😂😂😂🤣😂
Soumil Balla,Those days when you were going to school to talk to your friends about INFINTY WAR
Slim Shady,Still the fcuking best trailer ever made 😭❤️
Ale,Thanos's voice is better in Spanish
charles lee,"Yall notice that the hulk was in the preview during the battle of Wakanda but in the movie, Bruce was in the Hulk buster"
Average_Serbian,Trailer still tears ngl
Kids creation,This movie is sooooooooooooooooo much good
Adis Sutr,"Others : ""Heroes always win at the end of the movie, like usual""
Infinity War : ""sorry, we don't do that here"""
carry minati,Only kgf chapter 2 trailer beat this record 🔥🔥🔥
Roll Nam,"This is the peak of movie industry..
Drama, action,comedic, cinematography everything just great..can't wait the next generation of heroes gather up for new avenger..I think can't beat this one.."
Chris,"I'M HERE BECAUSE I AM PATIENTLY WAITING FOR MOM, WHO ELSE?!"
Ojas Talgaonkar,This and endgame was the only marvel trailer that gave war vibes
Harry Phillips,Anyone else still annoyed Hulk didn’t come out in this movie
Kaminari,"Done watching Black Panther! 
Next stop: Avengers: Infinity War!!!"
A Person,Bruh it was so good
J_CIII,I don’t think people will ever stop watching this
LSU TIGERS,Can’t believe this was posted 4 years ago I miss the hype for the movie it was so real and now we hyped for the new Spider-Man
Micah Branham,After 4 years this still gives me goosebumps oh my god!!!
Axotix,The way iron man got pushed by thanos💀
Luis Henriquez,4 years in and Thanos is still being mentioned. Even Tobey’s Spider-Man has heard of him!!!
Hamid Abdul,In Time...!!!
Ajus Pete,"Avengers - it will be easy
Now avengers - whatever it takes"
Abhi,Chills even after 4 years!!
MeDSeG Gameplays!!,"I never gonna forget the experience of seeing this in the theater in its release day, i will never forget every emotion it caused in me with every scene, since cap coming out to help wanda and vision to thanos snapping its fingers and all it caused, its a one time in life event."
SOOTHRAN,2:02💖that bgm
Joseph J,This is still my favorite Marvel/ comic book movie. So sick
Darshan Darshan,241 million views and 9.3 likes for kgf chapter 2 teaser world record 🔥🤙
Matthew Miles,Imagine if antman Makes a joke about expanding inside if thanos as a plan and everyone says no.
Jorge Cortez,This movie came out 3 years ago and I still get goosebumps from it’s trailer
Muhammad Aadil uzair,"""And get this man a shield"" is my fav dialogue"
SR CARLOS GABRIEL,Muito bom
LxRaz3r,I’m still here watching this masterpiece of a trailer.
shivam shukla,They showing hulk in last but bruce wasn't able to turn into hulk 🙄
Mihir Patel,"Tony Stark : Move on kids...
Fans : Some fans will move on.."
052 Dhiroj kumar Sahu,The hype for a movie like this is once in a lifetime experience
SectionYT,Ready For Avengers 4?
Clutch Kenny Rocky Reagen,Still a goated trailer.
Nepal Singh,Now KGF CHAPTER 2 Is World'No 1 ❤️🔥
ARYAN GAMING,The theme song is opp ❤️❤️❤️
Mia,The music!!🔥❤️
Joe Illingworth,Nah I actually can’t believe this trailer came out over 4 years ago
Jijo Mathew,I remember I saw this trailer minutes after it got posted. It was stuck at 544k views for like an hour. Then the views blew and this went straight to Trending #1 for a week. Can't believe it's been a year lol
Fluffy Grim,This was peak fiction honestly
PRAJYOTH ACHARYA,KGF2 Tesear also Goosebumps 🔥🔥🔥🔥✌🏻
Zyrel Kane B. Guibone • 1000 years ago,I miss black panther
jinyoung's dimple,i just became a fan of the Marvel Universe a few months ago and just finished this movie a few hours ago and i wish i were a fan back then to feel the hyped and watched the movies on theatres :((
Osho,Everyone is superhero untill Rocky bhai not come ...🤣😂
Chewbacca Buddy,Anyone else here to build hype for A4?
Toppr Bond,absolute goosebumps
poppajohn29,This trailer is better than most of DC's movies!
sandeep malviya,Miracle gyas no.1 in YouTube kgf 2 tesar tomorrow and tomarow  film release what the pucka 😗
Layne Perry,The trailer music ❤️❤️
Z King,Finds this on recommendations after nearly 4 years ...what are you trying tell me Marvel ?
dice1331,This movie was the culmination of 10 years of Marvel films. Can't wait for the next 10 years.
Samiul Alam HimeL,"It is still, the best movie trailer ever made."
INUMIDUN OYENUGA,"Friends: Y'all will still grow tired of watching this Trailer


Me: Some people move on....BUT NOT US"
Brodimations,"""Fun isnt something one considers when balancing the universe...but this...does put a smile on my face"""
Skandan.,"Man for me this movie had the thrill that even endgame could not match…
It feels like yesterday I watched infinity war now after watching Spider-Man…"
Mark56 RoyalNavy,I watch this everyday
Plot,This trailer is still legendary even 3 years later
sycodog,""" destiny still arrives. """
Bucky Barnes,"It's been almost 4 years...
Oh god."
Gaming Pedia,"I can't  believe it's been 3 years alread...Man, life was normal, no Covid-19 and no mask. We all were living our best life.. The hype for the movie was real.. I want those days back 🥺"
Rico Aguilar,It’s amazing how far the MCU came to reach this moment. The franchise remained pretty consistent and the pay off of Infinity War and Endgame was worth the 10 years of buildup. Something like this will truly never be done again in cinema.
YA TAHSAN,"In 2:00
Why hulk was in trailer,
In whole movie he was banner not hulk,
You fooled us😑"
Abhyuday Raj Anand,"Still goosebumps! Y'all remember the hype those days?....The crazy theories we made about Soul Stone's location, the  endless memes, the battle in the comment sections and then this goddamn high base BGM"
Archer A.B,It's love ❤ forever
Markie Bawalan,"the Avengers lost this battle because they didn't stop Thanos together like what they did to Ultron. 
Stark: ""Like the old man said, ""TOGETHER""."""
Jonathon Lavigne,I saw spoiler-free reactions from people who just saw Spider-Man: No Way Home and there was one guy crying and he said it’s the best Spider-Man movie of all time as well as the best superhero movie of all time. That gets me excited on a whole other level. The excitement is right around how excited I was for Infinity War.
Omar Atris,4 years later and I'm still simping on this trailer 167th time watching it😂
MDZ DROGO,Best marvel movie😌Period.. 💥
Kenric David,"Who’s here after Spiderman: No Way Home? 

No movies could ever live up to the hype of both of these movies. 🔥"
MemeChan,"Captain: 5 years ago we lost
Tony: WTF Was you doing then"
SwirvyGurvy,I feel so bad for the comic book fans who died the pass decade....
Joseph Andanje,"That thor entrance  in the fight 😍 ""bring me thanos"" is actually  the best of all time"
SwirvyGurvy,May 2018? That's a lot of days that are not tomorrow.
Ponsonnon,its crazy to think that this movie is four years old. How fast time flies.
SSF,"Goddamn, I wish I could forget everything and watch this movie again, I still remember the hype

One of the best movies I've ever seen because of all the movies beforehand that developed the characters and set up this villain nad set up arcs that pay off in this, wo the MCU is a masterpiece"
It's SV ✅,It's good but still nothing in front of kgf 2 teaser 😎
Eakansh Chauhan,This was just an amazing film
Gamer Muhib,Just watched it again
Vinay Kulkarni,Thanos will return...
Gabriel Silva,I miss so much 2018-2019… bring back my avengers 🥺
Njzeo,"The hype for these films …. Once in a lifetime.
What an era."
Kumar MR,Trailer 🔥🔥
LIZ 🌈🌈,There will never be any superhero movie like this in our time anymore 😭
Chandra Shekar,Anyone after kgf 2 teaser?
TFC,The music syncs perfectly with the footage
Ezequiel Gonzalo D,"4 years since the release of this trailer. Why do I feel like if it was yesterday? Oh my God, time flies."
Benson Munene,Movie so dope the trailer still gives me goosebumps everytime 😎
Yallappa🌹,KGF 2 Teaser Coming Soon No1 Trailer/Teaser (252M+ View Completed)
Markopolo,This is why we go to the movie theater  I still get chills
TONY-FF,The movie which said the hero not always win and many others things
M Ki Video,Who is here after watching Avengers End Game and Thanos End Day 😂😂
23ethan23,I remember someone showing me this trailer and me deciding to go see it even when I had never watched a marvel film and now 4 years laterI have watched almost all of the movies
Rahul Kalia,as the name suggests i have watched the trailer infinite times.......
Dark SHADOW,"I remember watching this trailer over and over again and tell I memorized the lines
Good times"
KawaiiSunPai,Still to this day my favourite MCU movie
GW Exoitic,2:00 WTF Hulk is running 😂😂
Andrew Coffey,Definitely the best movie ever where the enemy actually wins
Neel Ugram,🥳K.G.F teaser BROKEN THE MARVEL RECORD🤯
C W,Who else heard the rumor of the trailer dropping tomorrow and is hyped af
𝐚𝐬𝐭𝐫𝐢𝐝,I can’t believe its been 4 years since this masterpiece
A Username,I don’t think that it’s a controversial statement to say that this movie cemented the MCU as one of the greats of cinema history.
Rhythm Gupta,K.G.F  2  teaser  trailer  breaking  all  records  on  YouTube
Ahmed Nader,I really liked my reaction for the first time I saw this bc I didn't know anything about or see the trailer so you can imagine how amazing it was
Yazid Lzk,"Infinity war best super heros movie ,, more than endgame"
丂ㄒ卂尺,"Avengers Infinity trailer: Shown hulk but it wasn't in movie.

Avengers Endgame trailer: Doesn't shown hulk but it was in movie."
Drew P,Hands down the best trailer ever!
Dizzie Miss Lizzie,I've seen the movie but still get goosebumps watching this trailer!!!
Pratyush Kanti,"YouTube suggested me this today, life peaking"
Steve Cristian,"I remember when i first saw this trailer , it felt like it was really happening in real life, and Thanos seemed unstoppable, nothing will top this"
iftikhar rasha,Try not to get goosebumps.
Mystic The Infinite,Can’t believe today has been 3 years since this movie was released.
Dylan V.d Griend,"This is the best movie trailer in history 
It still gives me chills"
Aloukik Attrey,A big salute to
Rath,Another 10 years for a film like this
Knock! Knock! Unlock,"It was only when this trailer released, i became curious about marvel , watched videos and researched about it. And its 4 years of my LOVE for marvel"
abhiyuday mishra,I remember I was in class 5 last day of my unit test I came home from school and my brother told me that infinity war’s trailer is out.
Parthajeet,0:00 it still gave me goosebumps very much 🔥🔥🔥
Tech Strategy,This trailer record is break by kgf chapter 2 teser 💥
Ojas,After all the fake trailers....After all the suffering and waiting....ITS FINIALLY HERE 🤯🤯🤯
caution🗿,The best trailer ever made. Goddamn😭
lafasi43,This trailer gives me goosebumps everytime
khan sahab,But there is a mistake in this trailer at last moment when All the Avengers running then we can see Hulk behind the cap but in whole movie wo don't saw the Hulk
Khoiz,comback to watch the trailer after 3 years. It still give me goosebumps
Rozy Sharma,"2.2 , Hulk came from nowhere"
Blu New,"It’s been exactly 3 years since this movie dropped and yesterday it was also 2 years since Avengers Endgame was released. Man, I miss the good times..."
Doni Phan,Just watched the movie today for the millionth time - still epic!
Arya Mukherjee,"Just coming to relieve the moment when it  launched for the first time 
It was like a full circle has been completed"
KalkatZen,"They showed hulk in it but there is no hulk in the movie at all,🤣🤣😂😂"
Dinesh N,It's not movie trailer it's emotional 🔥🔥🔥🔥
aDArSh ThAkUr,Is trailer ka record tut Gaya kgf 2 teaser se India win ❤️❤️
Manisha Parmar,"If i dont watch this trailer everyday, then the day is not over for me"
Josh Mariscal,"I always debate with myself whether infinity war or endgame is a better movie, and I always come to the same conclusion - infinity war is quite honestly not just the best marvel movie but a fantastic movie in general"
Civilized Delinquent,Now this ladies and gentlemen....is an expensive movie!
Monkeesi,I miss the hype me and my friends had back in 2018 when this movie was about come out. Good memories
Mahey Sahill,"After three years, still goosebumps"
PENGUIN EDITZ 🐧,Where did the green hulk came in infinity war 😅
A Friendly Neighbourhood Nerdboy,I can't believe this was 4 years ago. I still remember the hype so vividly.
sheluzz arts,Trailer still lying everything. But the movie is not like the trailer😌
Aldy Rasyid,Still the best movie trailer ever made. Sent the world on a frenzy the day this was released
Adarsh Dwivedi,Happy new year🎊🎊 guys. This trailer still gives me goosebumps 🔥🔥
iAnyName,"End of 2021, still the best movie trailer of all time!"
K'oNTv,ตัวอย่าง ที่โครตตื่นเต้น
Aditya pugalendhi,Getting Goosebumps after 4 years of release 😂🔥
LucPlayz,Wait…. Anyone realised that banner was hulk in the trailer when he actually wasnt
Manan,Can’t get over how amazing this was
Osama Hassan,"infinity war, is and will always be the greatest avengers movie ever created!"
slicer940,I wish I had something to look forward to like I did for this movie. This trailer alone has so much buildup it’s crazy. Take me back!
arian soheily,Men i want to live in this trailer
Lyle GamerG,"Fun isnt something one considers when balancing the universe, man that still gives me chills to this day."
absurdpizza,best trailer. best movie
Sachin Rawat,Waiting for new Avengers 4 trailer
Clasxified,I get goosebumps when I watch this trailer
Tom Bashford,THE HYPE IS REAL!
Sem Reuser,Brooo i get chills when i watch this every single time. Imo best trailer of all time
octagram,still after 3 years this is one of the best movies in the history of movies and you still get the chills as you watch its just wow
HUMINDIANGAMER,But from where Hulk came there 😂 1:59
JR,"This is the movie i view the most (i'm french, i don't know if i write good but this movie is THE masterpiece)"
Pushpender Sharma,Ye hulk kaha se aa gya puri movie mein starting ke alava hulk to dikha hi nhi
that creepy nerd in your class,Still watching this masterpiece even after the movie..  😍
KD Records,2:02 Still get chills every time.
Dr Deli,This still gives me goosebumps
Ashok Donur,Anyone here after KGF chapter 2 Teaser
Mayra Martinez,Wishing I could relive watching this at the movies with all my fellow Marvel fans 😭😭😭
Neel Ugram,🥳K.G.F teaser BROKEN THE MARVEL RECORD🤯
BalloonDagger0,Can’t believe how old this movie is already. Fixing to be 3 years old
K H S,"Just days before I to go watch Spiderman No Way Home, I've come here to pay my respects to this Ever-Green masterpiece."
niNJA oP,watching it again and automatically tears came in my eyes 😭
visible,Awesome
Aaliyah (Ah-lee-yah),the hype of this movie was amazing. i can't believe it's been 4 years now
Anshuman Dewangan,Anybody remember the feeling like you've watched a funeral after coming out of the theatre
Raw Bacon,It's the end of 2021 and I don't know why I'm watching this trailer with all my senses. ❤️
Darsh Patel,after watching 100th of times literally gooooosebumps
