author,comment
paulbenavidez123,"I’m not eager to criticize but in my view a civilization that is ready for extra-planetary colonization would first have their home planet in order. 

It’s not like humans could not achieve a healthy planetary environment and socio-economic equality- free of hierarchical military aspirations which include a nuclear free planet. "
Damir Sladojevic,"Thank you so much Lex , i see how you extract the most essential knowledge from Elon out of your questions. No one in this World could do a better job at that excact task as you do. In conclusion; you do a favour to the entire World, giving your listeners a truly holy grail insight into the mind of one of our times greatest thinker and chief engieers of our time, the most valuble player of the 21 century"
Taiji Star,Lex you are doing great things to humanity!
Cy3rZz,"I evolve everytime I listen to Elon talking, thank you very much for being who you are and sharing your knowledge with us mere mortals."
Scowling Wolf,thanks Lex..love the way Elon thinks
Courtney Puyear,"What I like about Elon is that he has a public image.  He is willing to participate in podcasts and entertain the general populaces curiosity.  What other Billionaire businessman does this?  You don't see Jeff Bezos out there having a little bit of off script fun with podcasters and the public.  This is how I know he really does care about his mission of going to Mars.  To Bezos, his exploration of space is merely a status contest.  His company is there to make him money, and his space exploration efforts are to boost his ego.  They are toys to him.  Elon Musk does not have super exotic cars, mansions and is not out trading up to a hotter wife.  His money goes directly back into all his initiatives.  And all his initiatives are there to help humans extend their existence past what would otherwise be an inevitable extinction.  You can tell how he talks about what he is doing that he is genuinely interested in engineering, space, invention, technology and the continuation of this experiment of human life."
Lee Younger,Lex Fridman in his Russian spy outfit. “Hey Elon would you talk to Vladimir Putin if I set it up” witaf
Venena Religio Est,A legend in his own mind! 
W Hollenbeck,15:25 Elon totally missed the Dumb and Dumber reference....shame.
InvestorNabil,This is the single best podcast with Elon musk. Excellent interviewer. I subscribed. In the past I found him too material. He did great here. Now I’ll go watch the ray Dalio one from 3 days ago.
Josh Stovall,"No thank you Lex, you are the best!"
Shon D Michael,"Elon is seriously cool.  He gets my vote ""Man of the Century"".  No bs."
Donald Jeezy Trump,Civilization could die with a bang or a whimper
Pierre Films,What a time to be alive to witness Elon in our timeline.
Kathleen Phipps,I know they are watching us..aliens..I had one hovering over the school a block away..one hovering over the neighbors house.behind me and one hovering over.my back porch ..I think it was looking in my skylight..I went out side about on my covered porch to have a cig. Got to the steps and looked up..there was a trangle ship hovering right above my porch ..small
jeffraich,Great interview. Elon is such an interesting part of humanity. Throughly enjoyed watching. Thanks to you both.
Terry Briggs,"people are doing all kinds of things they shouldnt be in cars .. like changing the radio station hahhaha, this was a legendary interview well done"
Tom Kelly,"Lex, you have got to follow up with the Putin, Musk interview! That would be so epic."
Casa Cenas,"Love Fridman´s podcast, love Elon´s work....but those memes...jisus christ..so bad. :)"
Laura Freeman,Lex you need to do a sleep story on the calm app in a good way xx perhaps about Elon
Geoff Carr,"Elon Musk “the ideas are the easy thing”.  Really?  Full self driving next year.  You have said that every year since 2016.  Will enable cars to do better things than James Bond, that humans could never do.  He is so funny.  It’s not the human that limits what cars do, it is the mechanics of the car.  Level 4 autonomous driving is only permitted in areas of 30mph or less.  So you won’t be sleeping on the highway.  You are to kind to Elon, Lex.  Guess Lex you feel the pressure like everyone else to not be critical of Elon, the genius who has invented anything."
Dlerious D,I love listening to these two tackle coversation about all the things everyone should be talking about more! The future is now.
Crip McCrypto,"love the questions at the end. well done, man. ""What is love? Baby don't hurt me. . . "" LOL"
kmitchell ferrier,"I wonder if one of the reason’s Elon’s conversations with people are so fascinating; is akin to them being like looking in on a conversation between Davinci or Tesla and a colleague or contemporary with whom they feel comfortable speaking with, without having to worry about being understood. I feel a certain inclusiveness that I don’t think other people throughout history have had the same privilege to experience. Thanks for including us Mr. Fridman."
Jason Millis,"""The machine/ai might as well be human because it looks and sounds human""...
Those who are conscious know there's more to a human being than how he or she looks and sounds, we have souls and we can get in touch with them when we stop being surface minded and surface driven. Those who  do not believe or who have not experienced this basic truth live in internal poverty and are disconnected from reality. Peace be with you."
Kai Be,Can tell Musk generally enjoys hanging out with Lex.
,Let’s make an intergalactic blockchain!
Aero,"Very Amazing! I am awed, amazing conversation!"
Jack Parker,I must say robots as a companion?... Mortifying disillusionment... For anyone expecting such... They're better off with the dog.
MrVeryfrost,One of the greatest interviews. That even made Musk think occasionally.
Simon Larsen,Elon always talking about humanity like an ex-lover he's forgiven a decade ago and moved on honestly.
imin heaven,national treasure for sure.. If only this guy was born in the US... he could be an amazing President.
ingelise p0ulsen,"realy > I could fall asleep bij theese men talking (  loovely voices )  and still get wat they are ""bringing """
lee dufour,Thanks Elon and Lex!
Ricky Lovenuts,The last part was interesting
David Ajaba,"Only 17 minutes in, and Elon took 12 seconds of silence to answer a question... That's amazing...  He took his time to think through everything, before answering... Most CEOs I know try to answer every question the very second it is asked...
This is amazing... I need to learn to be like this..."
Craig Elliott,"Elon is fascinating as usual. However, if you edit all the ums and errrs out, this is actually only a 10 minute interview.... true story. ; )"
Radek Seky,"That's so scary. ""The future of Mars will be up to the Martians."" Just a little  unsolvable problem creeps up... Who will be the first Martians? It's really sad because the best intentions can sometimes lead to the worst outcomes. This way of thinking could very well prove to be an absolute disaster for the people that decide to move to the colony, and potentially, in a sci-fi-like scenario, to us on Earth as well. The logistic of such an operation would have to be so absurdly grand for it to be successful, that a single billionaire hand picking the first crews and sending them to establish their first government honestly sounds like the worst possible case scenario. We have to resolve this problem as soon as possible. Imagine Bezos chasing Mars as well, landing there second, and saying to "
Татьяна Фатеева,Coal plants are really problem espasially for region Kuzbass. We have a dark snow ewery winter.
Patrick Mclaughlin,"What is a Heuristic? 1:31:45


Definition

A heuristic is a mental shortcut that our brains use that allows us to make decisions quickly without having all the relevant information. They can be thought of as rules of thumb that allow us to make a decision that has a high probability of being correct without having to think everything through."
Joe Rodriguez,Is he elon truely that smart? I m not convinced
Clastr Cloud gaming,"The part from 1:18:00 is really interesting for us because of the latency, jitter, and FPS. It's really an essential problem for Tesla, as well as for us. It's really cool to hear Elon's opinion on how they handle everything. "
sirvapalot,"Seriously ive always tried to learn as much as possible about other fields or Subject matter, jack of all, master of none except a few phases, read read read."
Super Hips,"Lex is best suited to interview Elon because 1, he understands science and 2, he too understands the value of humor and knows how important Elon values it as well."
BlueEternities,You both see humans as robots and we're not. You will find that out eventually. The key is perceiving the body as an antenna instead of a laptop.
WakeUpToTheOnePartyOverlords,"Lex mentions Shakespeare quote.  Elon’s neural network auto loads top 3 quotes in Elon’s optical interface.  Elon reads aloud.
We’re already here folks"
Bob Villa,"“Do you need to take a bathroom break”.
Why on earth you wouldn’t edit this out?"
Lilia Roman,"I love that Elon recognized God as a Supreme over Him when he said that He 
Went on his knees and pray  that is why,  He always accomplished what he creates with success.
God bless you Elon Musk."
Red Watch,I wonder if the people 500 million years from now will be watching this video.
MoordredP,"Lex, excellent interview. Thank you for asking the questions we would like to ask Elon."
Jeromy Stewart,"""Positive Net Contribution to Society"" I think this excellent advice and would lead to a culture of phenomenal people. This goal is the official position of the countless majority while they unofficially (behind closed doors) seek to extract the maximum amount of resources from society. It's time to measure intent based on actions and productivity instead of a verbal pronouncement of good intentions."
Radek Seky,"Damn he actually had Elon jovial from the start and he wasted it like that man. It doesn't have to be that serious, does it?"
Lord George,"""no source of strength, fck that, we are getting it done"""
R. J. Denicola,Elon might be shocked to find out that there are so many better faster options than dodge....
Wai Chun Kwong,Resume @1:16:00
A For,Just an honest thank you Lex for keeping it real
AnewDay Ali,"His still like a small child with his ideas and dreams so innocent. It’s just that, nothing else, everything else just came with it. All his doing is making his dreams come as possible as they can, everything else that came with it came with it he didn’t chase it.. All his doing is chasing his ideas to became a possibility. That’s why to me his positive, it’s like that guy said on joe rogans podcast Jeff, mark are negative energies and Elon is positive.. I agree and why he has the positive energy is what I just said earlier, were as with Jeff n mark have alternative motives and it’s to be rich n have power n control"
Freedom by Me,"This has been one of the most self indulgent, easiest, most self absorbed periods in human history. It is laughable to say these are hard times. Laughable."
Палочка Корицы,"So much haters, he must be doing something right."
Bouchey Jaboe,I might be asking a stupid question but how them ninjas get back from the moon if there are no reusable rockets
mike dundee,I already had this idea about direct democracy where there are no politicians and the populace vote on important issues. THIS IS THE FUTURE. Would sure solve all the current corruption with governments.
,I dropped everything I was doing the second I saw this title
Jayson Gibson,"Thumbnails, Lex, thumbnails. <- Finally listened to one of your shows last night, for the 1st time. 

After 5 minutes I started to wonder how such a thing could happen. "
Mars Swimsuit Competition NFT,"Hoping SpaceX soon gets the authorization it needs to iteratively test their rocket to improve upon it making it safer for human flights.  The more design, test, iterate the safer the rocket when humans venture out to Mars."
J. T.,Elon Musk can do no wrong. He is the man that will create our future.
First Last,40:20 would the makeup of the ton in question reduce the cost if for example pure carbon or some other form of matter was that was being used and converted into something else on the way to somewhere?
Tommy Heron,If you squint your eyes just right you can fool yourself into thinking these two are real.
Terryb,I could not believe his response to your question about what strength does he draw on! He thought a long time then said he doesn’t need strength!
Pia Wintrich,Wonderful
Cosmic composure,by far amongst the best interviews i have seen from lex ...keep up the good work
Hari Purwanto,"Lex, I think you should put a soft background music, so when Elon pauses, everyone will not think that the internet is frozen. :D"
JMar,He has the most calming and soothing voice..
Christopher Neill,Does anyone know the T shirt Elon is wearing?
B,"Lex if you could bottle the  interviews, it would be the end to sleeping pills."
Devansh Agarwal,Wasn't this convo 3hr+ long originally?
Tony,I can't even put into words how great an interview and guest you had.  Elon should be an example to all.  He really has an amazing message in my opinion.
Dan Richardson,"I think Tesla is not a good choice for an EV:
1) Not designed to be repaired by the owner.
2) The designers killed multiple drivers in order to fix bugs.
3) Internal cabin not comfortable and lacks tactile controls."
Tiree Admoltis,"Elon should to take a break from tesla and rockets. And fix our government. AI did not screw our covid reaction up. But im sure it could have helped accurately report the actual cause of deaths. Slowing our economy is the opposite what should be done. Increase the economy to provide the sick, with better health care would be best."
Danny Roberts,I thought he'd made the raptors reusible can someone help me I think I'm goin mad crazy I tells ya
Baconator Mcpooperson,would 100% pay to listen to lex talk to putin
David Alvarez,But definitely there’s probably a better hardware.
lêlêláláuê baraunbêrê,Eu usando 100% do meu inglês mínimo pra entender essa entrevista porque eu sou fã do Elon:️️
Aula Livre,Nice podcast ;)
bigheadrhino,Lex is quickly becoming the best podcaster on Youtube.
Sinom Irneja,"People create more than they consume, almost always. You can be a gatherer using no tools an make more than you consume. 

The problem is where people claim more than then consume. "
Jennifer Cossentino,I would volunteer to be librarian / curator on Mars.
John Reese,Wouldn’t it be something if your car loved you back
Zone07,How do we know that previous civilizations haven't extended their lives beyond earth? We are still finding ancient technologies on earth that we can't explain. Look at the pyramids for example; we still don't know their true purpose. What about life on Mercury and Venus when the sun was younger and those planets were in the Goldilocks zone for biological life to thrive?
thepetyo,I just don't get the idea that if civilization would end itself we need to repeat it. What for?
Olle Fjällström,"I just love the fact that Elon is willing to talk, been a couple of fascinating podcasts now with Joe and Lex "
gustavo moraza,"Monotonous kills! My captions had more tonality and excitement, especially with the long pauses "
King Leonidas," interviews ....... Before the interview began, Lex had to remind Elon about how to  talk into the mic. However, in order for Elon to answer anything accurately. Elon had to link up to the Bubble Network. A faint voice can be heard in the start saying * Please Connect to the Bubble Network. Absalom?""."
Snailtube,"""It will likely happen next year."""
T M,I love that Elon doesn't take himself seriously.
chocograph,Elon has played too much Command & Conquer.
21st Century Dad TRS,Appreciate the very important questions you brought to Elon here. Watching him consider these deeper thoughts is fantastic. Nice work Lex
"Eric Herbig PhD, MBA",Let the Martians (i.e. you and your a select few) decide how to run Mars.
Alex Barclay,"These too are perfect together,"
David Alvarez,Something that follows attention and stream against the goal of mapping
Jam Jia,52:22 Don't think those who maintain cobal main frames need our pity... They are very well paid.
Shay Bugarith,"lol, 23:40 that smile"
mrliam303,"i think it’s so interesting that every single person watching this has their own conscious. like, they have their own complex life, and they’re not just npcs or an idea, but a real person. the way they portray themself is just electronic waves over the internet, but behind that, we are all people sending out those waves. hard to wrap your head around. in the end, we are all connected through the earth. we are really all one. Liam Stockholm, Sweden"
David Clayton Freeman,The richest man on earth! Singing for his supper. Not well I might add.
James Moore,"You easily have the best interviews with Elon, great work!"
Neil Cameron,What a fabulous interview. Elon has always inspired me but to hear him answer your questions I leave this video more inspired than ever. Thank you.
Hari Purwanto,"I love it when Elon pauses the moment before answering , it feels like the time freezes"
Dale Zegarelli,"Damn....
Elon....who; just said use moon as space station. He stole my idea!!! Duckweed!!!!!

Smoke cigarettes...."
Meigo Märk,"I just love how Elon, who is one of the busiest humans in the world and also the richest has enough time to sit down hours and hours and in different podcasts!"
ERP Thompson Queen,Thank you.
KennyBobby,"Elon Musk ""I could try"" he has so much heart, wisdom, Hope and love his humor! Rock on sir!  Wish he would go after fusion power ️"
Gianna Lang,"I like the interview, it is always good to listen to Elon’s beautiful voice.
I definitely think he is someone that will be history…
… I wish him the best of everything…"
Pavel Tarasenko,"good questions, good interview, nice guys!
and of course it's very inspiring!"
SK,Lex I love your talks but can you get the camera focused right. When it goes to Elon talking for some reason you have his cup in focus
OptimisticOps,"I really appreciate the way this man Lex asks his questions, and they are straight to the point."
Jerry Yang,I like this guy always bringing up my man genghis khan
MJ,When Lex interviews an intelligent man causing him to pause for an extended period of time illustrates how good Lex is at his job.   I salute you Mr. Fridman!
Julianne Felton,"So fine to hear the thoughts of a
 brilliant inventor and visionary. Brain candy. And just as important is understanding that team building is necessary for success. Thank you for narrowing it down to physics as being the key to success, and thank you for your insight on being successful."
Nenad,"You have to respect Elon Musk for all the time he spent in podcasts... It is not just any time, it is Elon Musk time. 
Thank you Elon. For this and for the better future."
The Media Only changes the weak mind.,Lex you need to improve the lighting in your podcast. Grow some light!
Rod Schmidt,"Lex, here is my question: To what extent will improved software help us to solve hard engineering problems?"
Eva Mae Flores😘,Hi Lex i like your personality
Masey,"Thank you guys!! Great interview!! 
Sometimes I just want to hug Elon when I hear him talk… he’s strong, confident & passionate about life yet he’s alone inside that beautiful mind. That cannot be easy. I’m not sure if anyone else sees it but I pray for him all the time… may peace be with him "
ADIOSx163,Thank you for this great interview! Love you both.
Catherine Jane,"What l love most about Elon...
Elon inspires  on ALL levels.
Most profound & complex interview in which l was able to follow easily.
I could listen to Elon for hours on any subject matter."
Dennis S,Elon is working wonders for inclusion and diversity….. as an African-American I mean. LOL
Alfonso Anton Romero,"For me, Elon's egomania is unbearable. Don't settle for being the richest businessman in the world. Although he is a great inventor, he constantly attributes merits and discoveries that are not his, he wants to pretend that he is a victim, a self-made man from nothing when he had a privileged education thanks to his millionaire father, even other stories of labor abuses, political intrigues or dirty business of deception. Why, if you don't need it? because he competes with other great polymaths in history. It is his Faustian personality. A great ambition but without deepening and finishing off the details of his projects well. The worst thing is that it is not a unique case, it is another negative media example for society."
Cordell Baker,These 2 A.I Are Next Gen
Robert Hoyt,What most people either forget or dont know is that Doge is actually a fork of BTC. Many of the legacy coins were.
Koba bregadze,The great fake of 21 century:  life on mars.
Vlow,"Great job again, Lex! Thank you."
AZE AVORA,Elon would be a great president
askmaxim,"в следующий раз спросите Илона, куда делись все фото и видео НЛО над аэропортом O'Hare Chicago 2006. СПАСИБО!"
Jeff Higgs,"Astronauts to the moon,hahahaha"
Imagination Hobbies,Talking about robotic companions is  the wrong direction. You don't bring people together by making them build relationships with robots and phones. Already proven.
U S,What if somebody is not inherently good at anything?
Jeff Wick,I love that Elon takes time to give certain answers so he takes the time needed to calculate what he believes is the best answer
Cate true eleven,48:00 you might wanna think about how to Svhool people about when there were laws and how each era of law played out - then you’d have a smarter populas that doesn’t waste life on recreating  the wheel when it comes to how they live together - this is a huge question … got me thinking thanks
Rebecca Lotts,I love that you said you got on your knees and prayed. I have been praying for you Elon. The Lord has laid you on my mind and I pray that you will be saved and know the love that Jesus has for you. God has given you a great gift of genius. I know he will answer my prayer for you. I hope you have a great day!
Nicholas Byram,"Once you pray...that's when you can sleep, actually...."
CZee,How do we make Mars a self sustaining planet with animals when the planet is so cold ?
Curt ing de Baptismcurtgolp,"""Elon was curt!"""
Rene Ruiz,"Elon, I love the singing. You are so down to earth for someone who’s out in space.! "
Arkenaut Gundlach,I think y'all ought to come to Arkansas this spring and do some Crappie fishing. Get away from it and find the meaning of spirit! I'll put up an email cause I'm doing this with invites.
AHMAD MASAD,"Lex: In academic literature, tracking through occlussion is really really difficult... Elon: Yeah we're doin it "
KENNETH READ,Thanks Lex for this interview. When Elon comes up.I always say don’t underestimate Elon. Mainly with him nothing is about money it’s about the job in focus amazing Go Elon
magnus kwaszenko,Such an engaging experience with a discursive romp through thought processes hard/soft problems is exhaustive & [even sat on my couch]....exhausting! but utterly enthralling. Thank you both.
torch1028,The universe is like a hotdog
Gregorio,"Great stuff as always, thank you sir!"
Mirza Baig,Increasing the speed to 1.5x to get it to normal time.
shy0ne21,Great work on the guest's this month! Truly awesome!
char kreczmer,"Lex is my new  """"Podcast Hero''.  Elon  is so relaxed with him.  We need  Lex to keep bringing on scientist to show younger generations how cool and exciting science is."
Ionut Craciun,"Thank you! great man,great interview,good mood,possitive."
DJ Deckard Cain,"I still don’t understand how those people talk shit on Elon. 

Jealousy?"
alamcho,"To the person who took the time to write the full captions of a 2 and a half hour podcast... Thank you so much, your effort is truly appreciated"
ROMANABSOLUT,Next Elon's project : house robot....sex and appearance at the customer's choice.
yudax,"""I don't need a source of strength. And I don't care about optimism or pessimism.  Fuck that we're gonna get it done."" -- Elon Musk"
Nesandu.,One of the best podcasts ever 
Roy S,I have watched as many legit interviews with Elon Musk that I could find. This is literally the best interview that I have watched. So candid and legit! Thanks.
Hollis Anne Mika Krywicki,don’t forget laws should be easier to erase .. at least as easy as it it to create new laws 
SnowLeopard,"What a great interview Lex, you and Elon are an inspiration!"
Honeycomb Homestead,"Some have strength and some have a will, will is something most have lost. YOU CAN DO IT, WAKE UP PEOPLE. COULD YOU WORK 24 HOURS? If you don’t know or said no. Then you have strength not willpower. By work I mean moving not sitting."
Ryan Hogue Passive Income,Congrats on interviewing Elon a third time Lex! Your channel is taking off 
Anthony T,"Great work Lex, keep it up..."
Michael Price,"How is it that Lex is able to draw out Elon’s sincerity in less than 5 minutes?
Both are amazing together! They have an easy conversation - not a grilling Q&A. 
Lex, I have only stumbled on your channel *thank the algorithm for that*, but I’ll wait for more of your awesome journalism in my future!"
Paul Powers,finally! someone gets deep in Elon's head  AWESOME INTERVIEW BEST EVER WITH HIM
Zebra Talk,"If Lex ever has an interview with Putin, I have always had one thought in my mind when it comes to countries that fear the US and its allies, especially Russia and China if those countries would open their borders as much as the US and its allies have with each other. There is no chance of invasion, as the majority of countries would push back from whoever is the aggressor. If this would be the result, then why not stop finding ways to guard your borders and instead work towards ways to open your borders?"
I am Jerry,I was waiting for the word slave in the robot friend section. 
Aziz Imanov,"Lex, thank you so much for coming up with such great and important questions."
Debra Boaze,5 stars & a bit more of hope for humanity. dsue
Raymond Gaither,I hope people recognize this man for the once in a lifetime human that he is. I don’t believe that he is motivated by money at all. I think he is maybe the smartest man ever and also does all of these things for all the right reasons being that he is just trying to better our lives
treysirs,Always love your shows Lex! The question you asked about the first government on Mars was one I was hoping you'd ask!  Hope you are doing well buddy!
Scott,"Thanks for this very cool interview. You should get Alex Karp on talking about big Data, AI, prevention of terror etc."
,I made Siri speak with Cortana and it was an identical conversation
John Lin,Enjoy this interview. So inspirational.
DARK TRAQUILLITY,i love Elon musk and dogecoin:-).from IRAN.
mark yono,"At first thought, my perception of Elon was that of someone with exceptional management skills and a strong sense of vision. However, upon listening carefully to this podcast Elon Musk has an unusually deep understanding of scientific and engineering concepts in the realm of aerospace and applied AI. Great interview as always Lex!"
Extremely Broad,"Thank you Lex & Elon -- Round 3 - Having attended Teslas AI Conference this past 2021 and read Elons biography among many other things - this talk with Lex ( yet another super brain ) is the best interview I have seen With Elon. No more pie in the sky now that we are all aware that what seemed like “ craziness “ on the outset has become a realized expectation- driven by Elons insane ability to harness vast amounts of information and come up with literally out of this world products.  So insightful, so articulate and clear. Very well done Lex and Elon."
Joshua Morrill,Elon has the greatest mind of several generations. We're witnessing greatness to 10 power.
Mascha Jelic,"Is there a license for using the name of Nikola Tesla? Martin Eberhard came eventuelly up with the name. I happen to be from the Tesla family. He was treated badly in the United States and past away in a hotel very poor. I think it’s not in Nikola Tesla‘s interest and his families,what is done with his name. I doubt all these ideas,due all respect,of Mister Musk. It’s Hybris. One Love,Mister Fridman."
shootermcgavan,Great questions. Interesting thought with Elon's garbage cycle system for laws & regulations. Some laws then could be counterproductive now. Needs to be talked about more.
David Alvarez,"Could be phisical prescense, with new pilots whom follow a process of traveling selecting. Omeostasis
With the now and your hardware 
Easley pc"
Michael Behrns-Miller,"Re Raptor, Elon is so patient to explain things that are so complicated in ways that are as easily as understandable as possible.  Every teacher should study his explanation as a gold standard.  Awesome."
OJ9779,"Lex: What is your source of strength? 

Elon: I am a robot. I am the source of strength."
Luke Trader,"Awesome interview with some deep, personally challenging questions for Elon. Thanks Lex and thanks Elon for opening up a little. <3 <3"
Edmund Bippus,"Love this part.  Anticipated other road users mistakes as we all know, if you have driven on the road long enough, is the biggest problem to overcome! .  The concept works perfectly if people don't feck it up .   Nothing is perfect in an inperfect world.  If all cars were autonomous then there would be NO accidents so to speak,  l still hope l can drive a GT40 in the future, the car one could and did hire from a showroom and take it to the track and win "
orangemotherprincess,I wonder if Mars has a 1% life threatening chance event happening every year.
Petar Atansov,I never saw a smart person next to elon
leo van der linden,"Wouldnt it be cool to eventually have like formule 1 style race with a driver versus autopilot, or maybe formule 1 where all the cars are AI but the companies all have theire own code."
Stefan Lucian Vladescu,History in the making...
Victor Philip,"""However things were done, it is the history that happened.  You can't, sort of, erase that history, unfortunately.  You can just become better in the future."" -Lex Fridman"
Payton Lee,I like how Elon Musk doesn't actually understand smart contracts! Fascinating how such a smart man can also have holes in their knowledge. Why Lex doesn't jump in to enlighten him is beyond me.
Gianna Lang,"I like the interview it is always good to listen to Elon’s beautiful voice. 
…I definitely think he is already someone that will be part of history.
I wish him the best of everything…"
Moni M,yes - only advanced (also returning) ROCKET ENGINE...... true .   but what about anti-gravity? - guess you had to comply to MJ12
John Østensen,Great interview. Elon says autopilot will be superhuman. Would be cool to see what a superhuman AI could do with Plaid around the Nürnberg
Pia Wintrich,You are the best.
Fireplaces,Let’s go lex!! Thank you so much for this!
Michael Hadac,I like Elon's strength! He must have nerves of steel! Wish I had his money and ambition earlier in life.. He is a Great man for humanity..
YeahRight Whatever Golden_Fire,"God!!
How he goes from CEO to the goofiest goof and then back to serious CEO, in such quick fashion, is just absolutely amazing."
Joan Pahls,I do believe that is possible with a quasar space s a i l it is a ship you know now think about it up a spiral wormhole warping matter I mean of course I don't know if it will work but if we can create different alloys can we manipulate the visits to make it work like a space elevator? Go to Titan for lunch be back in time to pick the kids up from school of course it has to be physics but can we make it for a better use in a different way what we already have?
M.,Mythical interview. Thank you LEX & ELON
Jammed123 #UnkahuZ,"1:01:54  awkward nervous psyche babble
The systems of the cyborgs called  up up upon

 Shakespeare be 4444444444"
Ihor Radchenko,One of the best interviews ever! I am getting lots of energy from you guys
Tomasz Sinczak,"Excellent interview 
thanks LEX & thanks ELON"
Pascal Born,"I really love this Man, he just he can Change all for the Humanity, a Man who does what is in his mind.
I be sure Elon will get his target's all.
The Universum is with you Elon Musk."
tyler roost,I can't wait to rewatch the one with your dad next. Can't wait until we can create a joined dialogue.
Majkel B,The time when there is looong silence in the conversetion with Elon I love the most. I can feel milions of thoughts going through his head to analyze the question and the answer  way deep than we can even imagine..
Anthony Dowling,The Elephant in the room >man never landed on the Moon <
Mitch McTurtle,Dude Lex you absolutely slayed this interview thanks man
Miss Surreal,Elon Musk for Bae: 2023
jay2aussie,"These 3 interviews by Lex, and hopefully more to come, will be a primary resource for studying Elon decades and centuries from now by students and scientists around the world long after we are all dust."
DeetOpian Sky,"I found the introduction to the questions in the Humans on Mars chapter interesting. Why wouldn't we start cutting IN the middle man and build vehicles on the Moon? Overcoming the gravity of the Moon with each launch could potentially far offset the cost of creating manufacturing, especially if using raw materials from the Moon for production."
Sarth Patel,"This should've been premiered in theatres, at least in tech universities! It's really an amazing movie."
Dario D,trying to invade the Caucas  and Eastern  Europe  never works out  well  :))))
Vincent Russo,Thanks for your time Elon..more quantum mechanics talk Lex..
Chrissy Hardman,"We need to be less war, and violence orientated.  We need to be of a higher consciousness or we might not be allowed to intrude into a peaceful galaxy !!"
Adam Brown,"""I don't care about optimism or pessimism, fuck that we're going to get it done"" - Elon Musk
That is some powerful inspirational shit right there"
James Cox,Wow. I had fun watching that. Elon has a breadth and depth of knowledge that is clearly genius level.
Bertha Rico,Me gustaría que lo subtitularan en español. Gracias.
Sandeep Dmello,Lex sounds like he's stoned af
Vytautas Šaudys,"If you want to move through space faster than the speed of light, like space itself does and if that's possible - it should also be possible to become space material for a period of time (while you move). That way you wouldn't need to move space which I think sounds harder rather than becoming space material."
Hasnain Lakhani,"dude, amazing questions..."
Frosty boi,"As an accounting and financial management grad, I'm always very impressed by just how well rounded Elons' knowledge is in regard to economics and finance let alone physics and engineering."
HODL crypto,"Powerful, exciting, humbling interview."
Ryan Auty,What a brilliant mind.  I can't justify his views of going to Mars but after seeing this it's explained his perspective well.  He seems to be perfecting material logistics and maybe the space odyssey is just a stepping stone to build capital/infrastructure he needs to change the world.  I was very excited to hear his views on nuclear.  Maybe some-day he could change our power grid to small scale nuclear plants using all the knowledge and infrastructure he's created with these endeavors.
Astrum,16:23 to 27:21 is absolute gold advice!!! love this
luckosteve12,Always awesome. Thanks for bringing us all along for the ride.
avarmauk,This was the Turing test taking place
Abhishek Singh,Adding a better version of UBI in martian civilization would be a good idea 
Steven Zhang,"17:45, ""fuck that, we are gonna get it done.""
“草，干就完了！”"
,"Honestly, the documentary he mentioned made me feel like a hopeful kid again. 

I was extremely happy for all 4 that got the opportunity to go up there. They were actual genuine people. They didn’t act like heartless robots answers bogus questions. The showed full emotion and excitement. "
Frost,I relate to Elon when he said he doesn’t think that way when lex asked how he finds the strength and courage to move forward. I’ve never understand or related to people that are obsessed with meaning and morals and motivations. I just do because I do.
Jason Dinault,"Put this on to drift off to sleep. Two hours later I’m still listening. Another half our to go then another hours worth of processing what I just listened to. Elon sucks, keeping me up this late."
Survey Survey,"I am Noone important,  but my fam and I would sure like to meet you.We belive your believes.
And we are in Texas too,and glad you are here to now."
Jerry Smith,Hands down best interview with Elon
Douglas Scroggs,They are talking about multiplanetary civilizations.  I'm trying to pair my socks and do laundry .
MrsPerrywinkle,"“This probably won’t work the first time, heheh.”

We love a good landing failure compilation leading to a mindblowing success."
rence well,I have a strong suspicion that Elon and I both believe the catch tower will in fact work on the 1st try.
Beaula2,Ide LOVE to see n hear some Elon stand up.
Pia Wintrich,You are wonderful.
Mathews Santos,"A glimpse of what it would ve been a video interview with Edison, Bell, Ben Franklin , DaVinci, Tesla and on…"
1YaldabaotH1,Money at its essence is a measure of a persons choices
Ian Durr,Elon Musk is the best!  I would enjoy working for him. Thanks Lex and Elon
Analogopithecus,"Admirable work by Elon Musk to develop self-driving cars but it all seems to ignore the fact that some of us enjoy the act of driving enormously. 
I like the feeling of being in control and being able to manipulate things in my world to achieve certain goals-such as navigating from A to B, safely and efficiently, I really don't like being a passenger in a car at all and believe that owning one of Elon's cars would be depressing and frustrating."
Kyle Weaver,Only about halfway through the video and I've been completely blown away by the way Elon's thought process works. He is literally a genius. Truly inspiring!
Dusk,"When Elon says best case 5 years, worst case 10 years in terms of humans on Mars... absolutely mind blowing"
JD Danzig,One of the few rocket engineers to actually engineer a rocket
huntertownsend21,Elon talks so much and yet says so little
Saswat Satya,Elon is very selective with his interview lex podcast is one of them
Peter,The closer you are the sexier you sound 
Joshua Penny,"Look how far AI has come, 2 robots speaking to each other effortlessly. Beautiful"
Alexander Teterkin,Great interview! 
Carlos Felipe Franca da Fonseca,Elon pauses for almost 20 seconds to answer many of the questions. This is a great lesson to all of us: we never need to rush just for the sake of an answer.
